X,Y,Stazione d,Provincia,Regione,Lat.,Long.,Serie pres,5 minuti,10 minuti,15 minuti,20 minuti,30 minuti,1 ora,3 ore,6 ore,12 ore,24 ore,Minima dim,Massima di,Range seri,a,n,h_15min (m,h_60min (m,icon_url
13.34,38.15,Palermo (Ist. Castelnuovo),Palermo,Sicilia,38.149999999999999,13.340000000000000,5,,,,,,x,x,x,x,x,39,39,1940-1997,49.090000000000003,0.276000000000000,110.504000000000005,49.094000000000001,./0.png
13.3,38.12,Palermo (Ist. Zootecnico),Palermo,Sicilia,38.119999999999997,13.300000000000001,6,,,,,x,x,x,x,x,x,5,35,1958-1998,47.180000000000000,0.288000000000000,126.560000000000002,47.177000000000000,./0.png
13.29,38.08,Monreale,Palermo,Sicilia,38.079999999999998,13.289999999999999,6,,,,,x,x,x,x,x,x,9,12,1985-1998,39.990000000000002,0.363000000000000,96.780000000000001,39.994000000000000,./0.png
13.3,38.05,Altofonte,Palermo,Sicilia,38.049999999999997,13.300000000000001,7,,x,,,x,x,x,x,x,x,6,45,1933-1998,47.180000000000000,0.315000000000000,30.500000000000000,47.180999999999997,./0.png
13.35,38.1,Palermo (Oss. Astronomico),Palermo,Sicilia,38.100000000000001,13.350000000000000,5,,,,,,x,x,x,x,x,41,41,1953-1998,37.350000000000001,0.304000000000000,84.061000000000007,37.345999999999997,./0.png
13.37,38.12,Palermo (Oss. Sez. Idrogr.),Palermo,Sicilia,38.119999999999997,13.369999999999999,6,,x,,,,x,x,x,x,x,8,28,1924-1979,48.850000000000001,0.358000000000000,119.016000000000005,48.845999999999997,./0.png
13.39,38.1,Brancaccio,Palermo,Sicilia,38.100000000000001,13.390000000000001,5,,,,,,x,x,x,x,x,8,8,1970-1979,42.000000000000000,0.210000000000000,94.534000000000006,41.999000000000002,./0.png
13.38,38.08,S. Ciro,Palermo,Sicilia,38.079999999999998,13.380000000000001,5,,,,,,x,x,x,x,x,14,14,1974-1997,40.780000000000001,0.304000000000000,91.796999999999997,40.783000000000001,./0.png
8.78,39.21,Campanasissa,Cagliari,Sardegna,39.210000000000001,8.779999999999999,10,x,x,x,x,x,x,x,x,x,x,6,24,1951-1976,38.570000000000000,0.426000000000000,85.451999999999998,38.566000000000003,./0.png
8.79,39.18,Terracciu (Cassa Mez.),Cagliari,Sardegna,39.180000000000000,8.789999999999999,8,,x,x,,x,x,x,x,x,x,8,13,1962-1977,40.979999999999997,0.475000000000000,84.840000000000003,40.981999999999999,./0.png
9.0,39.01,Pula,Cagliari,Sardegna,39.009999999999998,9.000000000000000,9,x,x,x,,x,x,x,x,x,x,9,30,1936-1988,35.920000000000002,0.353000000000000,88.108000000000004,35.920999999999999,./0.png
9.09,39.2,Cagliari (Oss. Sez. Idr.),Cagliari,Sardegna,39.200000000000003,9.090000000000000,10,x,x,x,x,x,x,x,x,x,x,5,32,1934-1981,35.210000000000001,0.324000000000000,89.835999999999999,35.213000000000001,./0.png
9.11,39.24,Cagliari (Istituto di Idraulica),Cagliari,Sardegna,39.240000000000002,9.109999999999999,9,x,x,x,,x,x,x,x,x,x,7,25,1929-1980,34.200000000000003,0.400000000000000,78.540000000000006,34.203000000000003,./0.png
9.14,39.24,Cagliari,Cagliari,Sardegna,39.240000000000002,9.140000000000001,7,,,x,,x,x,x,x,x,x,6,7,1950-1987,38.229999999999997,0.326000000000000,97.292000000000002,38.226999999999997,./0.png
9.2,39.3,Sa Pira,Cagliari,Sardegna,39.299999999999997,9.199999999999999,7,,,x,,x,x,,x,x,x,5,5,1978-1986,45.340000000000003,0.264000000000000,125.835999999999999,45.338999999999999,./0.png
9.34,39.38,Tuviois (M.ra),Cagliari,Sardegna,39.380000000000003,9.340000000000000,5,,,,,,x,x,x,x,x,6,6,1934-1939,47.130000000000003,0.220000000000000,106.093999999999994,47.134999999999998,./0.png
9.29,39.3,Corongiu,Cagliari,Sardegna,39.299999999999997,9.289999999999999,10,x,x,x,x,x,x,x,x,x,x,5,40,1939-1986,30.239999999999998,0.297000000000000,69.744000000000000,30.236999999999998,./0.png
9.4,39.32,Campuomu C.ma,Cagliari,Sardegna,39.320000000000000,9.400000000000000,9,x,x,x,,x,x,x,x,x,x,5,27,1952-1988,42.759999999999998,0.504000000000000,85.099999999999994,42.759999999999998,./0.png
8.77,39.18,Bau Pressiu (Cassa M.),Cagliari,Sardegna,39.180000000000000,8.770000000000000,8,,x,x,,x,x,x,x,x,x,10,11,1962-1975,32.020000000000003,0.376000000000000,76.079999999999998,32.020000000000003,./0.png
8.45,39.05,Is Cannoneris,Cagliari,Sardegna,39.049999999999997,8.449999999999999,10,x,x,x,x,x,x,x,x,x,x,7,40,1936-1988,44.829999999999998,0.517000000000000,87.567999999999998,44.829000000000001,./0.png
9.32,40.32,Nuoro,Nuoro,Sardegna,40.320000000000000,9.320000000000000,10,x,x,x,x,x,x,x,x,x,x,10,41,1931-1986,37.719999999999999,0.432000000000000,82.927999999999997,37.725000000000001,./0.png
9.55,40.34,Cedrino Centrale (Privata),Nuoro,Sardegna,40.340000000000003,9.550000000000001,6,,x,,,,x,x,x,x,x,7,7,1952-1964,44.549999999999997,0.489000000000000,90.475999999999999,44.552000000000000,./0.png
9.27,40.15,Gavoi,Nuoro,Sardegna,40.149999999999999,9.270000000000000,5,,,,,,x,x,x,x,x,9,9,1929-1988,53.740000000000002,0.154000000000000,120.969999999999999,53.744000000000000,./0.png
9.29,40.15,Govossai (Diga Cassa Mezz.),Nuoro,Sardegna,40.149999999999999,9.289999999999999,8,,x,x,,x,x,x,x,x,x,8,9,1964-1976,28.829999999999998,0.418000000000000,64.635999999999996,28.829999999999998,./0.png
8.59,39.79,Arborea,Oristano,Sardegna,39.789999999999999,8.590000000000000,5,,,,,,x,x,x,x,x,5,5,1934-1939,26.910000000000000,0.305000000000000,60.573000000000000,26.911000000000001,./0.png
8.82,39.76,Ales,Oristano,Sardegna,39.759999999999998,8.820000000000000,8,,x,x,,x,x,x,x,x,x,9,11,1970-1987,35.229999999999997,0.414000000000000,79.424000000000007,35.231999999999999,./0.png
8.87,39.95,Allai,Oristano,Sardegna,39.950000000000003,8.869999999999999,9,x,x,x,,x,x,x,x,x,x,11,38,1929-1986,30.859999999999999,0.324000000000000,78.768000000000001,30.855000000000000,./0.png
9.62,39.85,Sant'Anna di Oristano,Oristano,Sardegna,39.850000000000001,9.619999999999999,8,,x,x,,x,x,x,x,x,x,14,19,1955-1982,22.239999999999998,0.291000000000000,59.472000000000001,22.242000000000001,./0.png
8.62,39.87,Santa Giusta,Oristano,Sardegna,39.869999999999997,8.619999999999999,10,x,x,x,x,x,x,x,x,x,x,7,42,1925-1988,31.210000000000001,0.311000000000000,81.063999999999993,31.209000000000000,./0.png
8.62,40.08,Seneghe,Oristano,Sardegna,40.079999999999998,8.619999999999999,9,x,x,x,,x,x,x,x,x,x,11,43,1931-1986,36.180000000000000,0.383000000000000,85.128000000000000,36.176000000000002,./0.png
8.66,40.16,Santulussurgiu,Oristano,Sardegna,40.159999999999997,8.660000000000000,8,,x,x,,x,x,x,x,x,x,13,19,1952-1986,37.229999999999997,0.483000000000000,76.203999999999994,37.231000000000002,./0.png
8.47,40.5,Villanova Monteleone,Sassari,Sardegna,40.500000000000000,8.470000000000002,10,x,x,x,x,x,x,x,x,x,x,7,41,1926-1987,35.789999999999999,0.370000000000000,85.739999999999995,35.786000000000001,./0.png
8.64,40.57,Pianu,Sassari,Sardegna,40.570000000000000,8.640000000000002,6,,x,,,,x,x,x,x,x,6,8,1931-1939,30.640000000000001,0.330000000000000,77.536000000000001,30.641999999999999,./0.png
8.55,40.72,Sassari,Sassari,Sardegna,40.719999999999999,8.550000000000002,10,x,x,x,x,x,x,x,x,x,x,7,29,1936-1988,33.700000000000003,0.327000000000000,85.719999999999999,33.703000000000003,./0.png
8.64,40.74,Bunnari (Acquedotto),Sassari,Sardegna,40.740000000000002,8.640000000000002,9,x,x,x,,x,x,x,x,x,x,6,21,1941-1975,34.409999999999997,0.335000000000000,86.463999999999999,34.412999999999997,./0.png
8.67,40.75,Osilo,Sassari,Sardegna,40.750000000000000,8.670000000000000,9,x,x,x,,x,x,x,x,x,x,9,27,1936-1973,33.210000000000001,0.353000000000000,81.456000000000003,33.206000000000003,./0.png
8.8,40.78,Martis,Sassari,Sardegna,40.780000000000001,8.800000000000002,9,x,x,x,,x,x,x,x,x,x,7,23,1932-1968,30.670000000000002,0.379000000000000,72.516000000000005,30.667999999999999,./0.png
9.49,39.45,Fluminimaggiore,Carbonia-Iglesias,Sardegna,39.450000000000003,9.490000000000000,10,x,x,x,x,x,x,x,x,x,x,5,41,1929-1987,31.800000000000001,0.246000000000000,78.688000000000002,31.798999999999999,./0.png
8.54,39.3,Iglesias,Carbonia-Iglesias,Sardegna,39.299999999999997,8.539999999999999,10,x,x,x,x,x,x,x,x,x,x,11,44,1928-1988,33.479999999999997,0.338000000000000,83.859999999999999,33.482999999999997,./0.png
8.55,39.08,Palmas (C.ra),Carbonia-Iglesias,Sardegna,39.079999999999998,8.550000000000002,8,,x,x,,x,x,x,x,x,x,11,16,1956-1981,27.780000000000001,0.306000000000000,72.707999999999998,27.785000000000000,./0.png
8.67,39.19,Narcao,Carbonia-Iglesias,Sardegna,39.189999999999998,8.670000000000000,6,,x,,,,x,x,x,x,x,5,15,1929-1986,34.479999999999997,0.464000000000000,72.444000000000003,34.481999999999999,./0.png
8.77,39.17,Flumini Adamu (Cassa Mez.),Carbonia-Iglesias,Sardegna,39.170000000000002,8.770000000000000,8,,x,x,,x,x,x,x,x,x,11,12,1962-1977,39.049999999999997,0.477000000000000,80.644000000000005,39.051000000000002,./0.png
9.49,39.9,Sicca d'Erba,Ogliastra,Sardegna,39.899999999999999,9.490000000000000,9,x,x,x,,x,x,x,x,x,x,5,30,1930-1988,56.420000000000002,0.608000000000000,97.087999999999994,56.421999999999997,./0.png
9.54,39.92,Arzana,Ogliastra,Sardegna,39.920000000000002,9.539999999999999,9,x,x,x,,x,x,x,x,x,x,10,47,1929-1988,55.200000000000003,0.520000000000000,107.420000000000002,55.195000000000000,./0.png
9.54,39.87,Lanusei,Ogliastra,Sardegna,39.869999999999997,9.539999999999999,10,x,x,x,x,x,x,x,x,x,x,5,42,1925-1988,57.380000000000003,0.523000000000000,111.180000000000007,57.383000000000003,./0.png
9.32,39.83,Seui,Ogliastra,Sardegna,39.829999999999998,9.320000000000000,10,x,x,x,x,x,x,x,x,x,x,5,25,1929-1970,40.799999999999997,0.417000000000000,91.504000000000005,40.796999999999997,./0.png
9.44,39.68,Perdasdefogu,Ogliastra,Sardegna,39.680000000000000,9.440000000000000,7,,,x,,x,x,x,x,x,x,5,6,1968-1986,46.579999999999998,0.392000000000000,108.212000000000003,46.585000000000001,./0.png
9.52,39.78,Ierzu,Ogliastra,Sardegna,39.780000000000001,9.520000000000000,9,,x,x,x,x,x,x,x,x,x,7,27,1953-1988,40.240000000000002,0.490000000000000,81.599999999999994,40.240000000000002,./0.png
9.51,40.18,Genna Silana,Ogliastra,Sardegna,40.180000000000000,9.510000000000000,8,,x,x,,x,x,x,x,x,x,13,18,1958-1988,45.770000000000003,0.576000000000000,82.343999999999994,45.771000000000001,./0.png
9.4,41.22,La Maddalena,Olbia-Tempio,Sardegna,41.219999999999999,9.400000000000000,8,,x,x,,x,x,x,x,x,x,11,13,1967-1985,25.219999999999999,0.341000000000000,62.927999999999997,25.222999999999999,./0.png
9.5,40.92,Olbia,Olbia-Tempio,Sardegna,40.920000000000002,9.500000000000000,9,x,x,x,,x,x,x,x,x,x,7,20,1955-1977,32.600000000000001,0.417000000000000,73.188000000000002,32.603999999999999,./0.png
9.69,40.72,Budoni,Olbia-Tempio,Sardegna,40.719999999999999,9.690000000000000,8,,x,x,,x,x,x,x,x,x,15,17,1968-1987,39.530000000000001,0.349000000000000,97.507999999999996,39.526000000000003,./0.png
9.1,40.9,Tempio,Olbia-Tempio,Sardegna,40.899999999999999,9.100000000000000,10,x,x,x,x,x,x,x,x,x,x,10,48,1929-1987,36.100000000000001,0.397000000000000,83.296000000000006,36.097000000000001,./0.png
9.15,40.85,Valucciola (Caserma),Olbia-Tempio,Sardegna,40.850000000000001,9.150000000000000,8,,x,x,,x,x,x,x,x,x,12,18,1955-1986,36.640000000000001,0.430000000000000,80.715999999999994,36.640000000000001,./0.png
9.34,40.8,Monti,Olbia-Tempio,Sardegna,40.799999999999997,9.340000000000000,10,x,x,x,x,x,x,x,x,x,x,6,36,1929-1986,41.280000000000001,0.401000000000000,94.659999999999997,41.279000000000003,./0.png
9.33,40.65,Ala' Dei Sardi,Olbia-Tempio,Sardegna,40.649999999999999,9.330000000000000,7,,,x,,x,x,x,x,x,x,5,5,1972-1986,45.789999999999999,0.308000000000000,119.483999999999995,45.786000000000001,./0.png
9.1,40.72,Oschiri,Olbia-Tempio,Sardegna,40.719999999999999,9.100000000000000,8,,x,x,,x,x,x,x,x,x,9,10,1966-1978,21.489999999999998,0.295000000000000,57.119999999999997,21.491000000000000,./0.png
8.65,39.57,Montimannu,Medio Campidano,Sardegna,39.570000000000000,8.650000000000000,8,,x,x,,x,x,x,x,x,x,6,8,1975-1988,48.850000000000001,0.425000000000000,108.340000000000003,48.853000000000002,./0.png
8.74,39.47,Villacidro,Medio Campidano,Sardegna,39.469999999999999,8.740000000000000,8,,x,x,,x,x,x,x,x,x,11,15,1964-1986,32.219999999999999,0.394000000000000,74.644000000000005,32.223999999999997,./0.png
8.82,39.48,Sanluri O.N.C.,Medio Campidano,Sardegna,39.479999999999997,8.820000000000000,10,x,x,x,x,x,x,x,x,x,x,8,37,1929-1983,33.450000000000003,0.340000000000000,83.471999999999994,33.445000000000000,./0.png
8.87,45.97,Lavena Ponte Tresa (Lago Lugano),Territorio estero (Svizzera),,45.969999999999999,8.869999999999999,9,,x,x,x,x,x,x,x,x,x,9,39,1936-1990,44.570000000000000,0.379000000000000,105.364000000000004,44.566000000000003,./0.png
13.75,45.82,Comeno,Territorio estero (Slovenia),,45.820000000000000,13.750000000000000,5,,,,,,x,x,x,x,x,9,9,1932-1943,54.270000000000003,0.176000000000000,122.153999999999996,54.270000000000003,./0.png
14.05,45.73,Senosecchia,Territorio estero (Slovenia),,45.729999999999997,14.050000000000001,5,,,,,,x,x,x,x,x,9,9,1933-1943,56.780000000000001,0.260000000000000,127.808000000000007,56.781999999999996,./0.png
12.74,45.55,Capodistria,Territorio estero (Slovenia),,45.549999999999997,12.740000000000000,5,,,,,,x,x,x,x,x,13,13,1931-1948,42.590000000000003,0.295000000000000,95.852999999999994,42.585000000000001,./0.png
13.87,45.52,Covedo,Territorio estero (Slovenia),,45.520000000000003,13.869999999999999,5,,,,,,x,x,x,x,x,12,13,1925-1945,49.250000000000000,0.209000000000000,110.858999999999995,49.252000000000002,./0.png
13.7,45.45,Momiano,Territorio estero (Slovenia),,45.450000000000003,13.699999999999999,55,,,,,,x,x,x,x,x,20,21,1927-1952,48.350000000000001,0.245000000000000,108.837999999999994,48.353999999999999,./0.png
13.6,46.1,Liga,Territorio estero (Slovenia),,46.100000000000001,13.600000000000000,5,,,,,,x,x,x,x,x,14,15,1927-1946,68.349999999999994,0.288000000000000,153.850999999999999,68.352000000000004,./0.png
13.64,46.08,Canale,Territorio estero (Slovenia),,46.079999999999998,13.640000000000001,5,,,,,,x,x,x,x,x,9,9,1934-1943,57.289999999999999,0.313000000000000,128.961000000000013,57.293999999999997,./0.png
13.8,46.05,Chiapovano,Territorio estero (Slovenia),,46.049999999999997,13.800000000000001,5,,,,,,x,x,x,x,x,10,10,1928-1943,56.979999999999997,0.298000000000000,128.252000000000010,56.978999999999999,./0.png
13.8,46.02,Loqua,Territorio estero (Slovenia),,46.020000000000003,13.800000000000001,5,,,,,,x,x,x,x,x,9,9,1931-1943,52.509999999999998,0.353000000000000,118.186000000000007,52.506999999999998,./0.png
10.75,45.98,Tarnova della Selva,Territorio estero (Slovenia),,45.979999999999997,10.750000000000000,5,,,,,,x,x,x,x,x,9,9,1932-1943,61.810000000000002,0.282000000000000,139.122999999999990,61.808999999999997,./0.png
12.44,43.94,San Marino,Territorio estero (San Marino),,43.939999999999998,12.440000000000000,7,,,,x,x,x,x,x,x,x,11,29,1924-1973,40.460000000000001,0.346000000000000,100.191999999999993,40.460000000000001,./0.png
