X,Y,Stazione d,Provincia,Regione,Lat.,Long.,Serie pres,5 minuti,10 minuti,15 minuti,20 minuti,30 minuti,1 ora,3 ore,6 ore,12 ore,24 ore,Minima dim,Massima di,Range seri,a,n,h_15min (m,h_60min (m,icon_url
8.05,45.62,Tollegno (Cervo),Biella,Piemonte,45.619999999999997,8.050000000000002,9,,x,x,x,x,x,x,x,x,x,7,37,1949-1990,65.790000000000006,"0.434",144.132000000000005,65.793999999999997,./0.png
8.09,45.63,Camandona (Cervo),Biella,Piemonte,45.630000000000003,8.090000000000000,8,,x,x,,x,x,x,x,x,x,5,33,1958-1991,66.790000000000006,"0.413",150.675999999999988,66.787000000000006,./0.png
8.07,45.6,Pettinengo,Biella,Piemonte,45.600000000000001,8.070000000000000,9,,x,x,x,x,x,x,x,x,x,5,21,1938-1970,70.219999999999999,"0.464",147.675999999999988,70.218999999999994,./0.png
8.05,45.58,Ghemme,Biella,Piemonte,45.579999999999998,8.050000000000002,9,,x,x,x,x,x,x,x,x,x,6,18,1956-1974,49.579999999999998,"0.415",111.584000000000003,49.584000000000003,./0.png
8.05,45.57,Biella (Cervo),Biella,Piemonte,45.570000000000000,8.050000000000002,9,,x,x,x,x,x,x,x,x,x,6,36,1945-1991,55.119999999999997,"0.406",125.596000000000004,55.116999999999997,./0.png
7.99,45.5,Zubiena,Biella,Piemonte,45.500000000000000,7.990000000000000,9,,x,x,x,x,x,x,x,x,x,5,27,1955-1991,66.810000000000002,"0.363",161.496000000000009,66.807000000000002,./0.png
7.45,44.35,Vignolo C.le Rocca Sparvera,Cuneo,Piemonte,44.350000000000001,7.450000000000000,8,,x,,x,x,x,x,x,x,x,5,21,1953-1974,49.829999999999998,"0.436",108.971999999999994,49.828000000000003,./0.png
7.49,44.33,Borgo S. Dalmazzo (Gesso),Cuneo,Piemonte,44.329999999999998,7.490000000000000,9,,x,x,x,x,x,x,x,x,x,6,36,1951-1991,48.460000000000001,"0.460",102.483999999999995,48.459000000000003,./0.png
7.4,44.23,Entracque - Diga (Gesso),Cuneo,Piemonte,44.229999999999997,7.400000000000000,6,,,,,x,x,x,x,x,x,5,14,1976-1990,26.590000000000000,"0.574",48.008000000000003,26.588999999999999,./0.png
7.52,44.4,Cuneo (Stura di Demonte),Cuneo,Piemonte,44.399999999999999,7.520000000000000,9,,x,x,x,x,x,x,x,x,x,5,56,1933-1991,53.159999999999997,"0.316",137.280000000000001,53.161999999999999,./0.png
7.69,44.4,Margarita,Cuneo,Piemonte,44.399999999999999,7.690000000000000,5,,,,,,x,x,x,x,x,12,12,1941-1959,37.719999999999999,"0.381",84.891000000000005,37.715000000000003,./0.png
7.79,44.43,Breolungi (Pesio),Cuneo,Piemonte,44.430000000000000,7.790000000000000,9,,x,x,x,x,x,x,x,x,x,5,39,1935-1991,38.789999999999999,"0.343",96.384000000000000,38.786999999999999,./0.png
7.65,44.25,Certosa Pesio (Pesio),Cuneo,Piemonte,44.250000000000000,7.650000000000000,7,,,x,,x,x,x,x,x,x,6,8,1984-1991,52.380000000000003,"0.427",115.884000000000000,52.381000000000000,./0.png
8.24,44.7,S. Libera (Belbo),Cuneo,Piemonte,44.700000000000003,8.240000000000000,6,,,,,x,x,x,x,x,x,5,6,1985-1990,44.070000000000000,"0.361",106.920000000000002,44.070999999999998,./0.png
8.03,44.71,Alba,Cuneo,Piemonte,44.710000000000001,8.029999999999999,9,,x,x,x,x,x,x,x,x,x,5,33,1954-1991,42.719999999999999,"0.363",103.272000000000006,42.718000000000004,./0.png
8.55,45.57,Momo,Novara,Piemonte,45.570000000000000,8.550000000000002,7,,,x,x,,x,x,x,x,x,6,23,1936-1972,47.680000000000000,"0.440",103.691999999999993,47.677999999999997,./0.png
8.6,45.45,Novara,Novara,Piemonte,45.450000000000003,8.600000000000000,9,,x,x,x,x,x,x,x,x,x,5,41,1933-1986,51.170000000000002,"0.356",124.915999999999997,51.171999999999997,./0.png
8.57,45.83,Lesa (Erno),Novara,Piemonte,45.829999999999998,8.570000000000000,9,,x,x,x,x,x,x,x,x,x,6,25,1953-1991,63.930000000000000,"0.389",149.116000000000014,63.926000000000002,./0.png
8.55,45.83,Villa Lesa,Novara,Piemonte,45.829999999999998,8.550000000000002,4,,,,,,x,x,x,,x,5,5,1933-1944,55.729999999999997,"0.299",125.439999999999998,55.729999999999997,./0.png
7.6,45.15,Venaria la Mandria,Torino,Piemonte,45.149999999999999,7.600000000000000,9,,x,x,x,x,x,x,x,x,x,5,19,1954-1976,51.049999999999997,"0.388",119.284000000000006,51.049999999999997,./0.png
7.57,45.08,Collegno,Torino,Piemonte,45.079999999999998,7.570000000000000,9,,x,x,x,x,x,x,x,x,x,5,29,1951-1987,43.299999999999997,"0.283",117.031999999999996,43.299999999999997,./0.png
7.54,45.01,Torino - Lucento,Torino,Piemonte,45.009999999999998,7.540000000000000,5,,,,,,x,x,x,x,x,16,16,1938-1956,78.900000000000006,"0.175",177.597000000000008,78.902000000000001,./0.png
7.65,45.0,Moncalieri,Torino,Piemonte,45.000000000000000,7.650000000000000,9,,x,x,x,x,x,x,x,x,x,5,38,1940-1991,41.649999999999999,"0.343",103.516000000000005,41.651000000000003,./0.png
7.63,44.97,Torino - San Paolo,Torino,Piemonte,44.969999999999999,7.630000000000000,5,,,,,,x,x,x,x,x,13,13,1938-1956,61.539999999999999,"0.158",138.513000000000005,61.537999999999997,./0.png
7.67,45.07,Torino - Ufficio Idrografico,Torino,Piemonte,45.070000000000000,7.670000000000000,9,,x,x,x,x,x,x,x,x,x,11,56,1927-1991,51.399999999999999,"0.339",128.512000000000000,51.401000000000003,./0.png
7.7,45.05,Torino Millefonti,Torino,Piemonte,45.049999999999997,7.700000000000000,9,,x,x,x,x,x,x,x,x,x,5,24,1938-1968,50.659999999999997,"0.377",120.164000000000001,50.655999999999999,./0.png
7.77,45.03,Pino Torinese - Oss. Astronomico,Torino,Piemonte,45.030000000000001,7.770000000000000,9,,x,x,x,x,x,x,x,x,x,7,41,1938-1982,42.700000000000003,"0.332",107.739999999999995,52.700000000000003,./0.png
7.82,45.12,Gassino San Grato,Torino,Piemonte,45.119999999999997,7.820000000000000,5,,,,,,x,x,x,x,x,5,5,1941-1959,75.420000000000002,"0.040",169.764000000000010,75.421999999999997,./0.png
7.89,45.12,Torino - Sassi,Torino,Piemonte,45.119999999999997,7.890000000000000,5,,,,,,x,x,x,x,x,14,14,1938-1956,70.680000000000007,"0.155",159.099999999999994,70.683999999999997,./0.png
8.42,45.98,Candoglia (Anza),Verbania-Cusio-Ossola,Piemonte,45.979999999999997,8.420000000000000,8,,x,x,,x,x,x,x,x,x,5,19,1957-1986,77.200000000000003,"0.562",141.764000000000010,77.194999999999993,./0.png
8.41,45.88,Omegna (Lago d'Orta),Verbania-Cusio-Ossola,Piemonte,45.880000000000003,8.410000000000000,7,,,x,,x,x,x,x,x,x,6,7,1984-1991,45.829999999999998,"0.487",93.355999999999995,45.828000000000003,./0.png
8.5,45.87,Gignese,Verbania-Cusio-Ossola,Piemonte,45.869999999999997,8.500000000000000,6,,,x,,,x,x,x,x,x,7,31,1933-1968,60.960000000000001,"0.503",121.492000000000004,60.963999999999999,./0.png
8.58,45.93,Unchio - Trobaso,Verbania-Cusio-Ossola,Piemonte,45.930000000000000,8.580000000000000,7,,,x,,x,x,x,x,x,x,9,20,1971-1991,79.980000000000004,"0.446",172.340000000000003,79.977999999999994,./0.png
8.57,45.92,Pallanza,Verbania-Cusio-Ossola,Piemonte,45.920000000000002,8.570000000000000,5,,,,,,x,x,x,x,x,11,11,1953-1963,70.659999999999997,"0.475",159.045999999999992,70.659999999999997,./0.png
8.37,45.33,Vercelli - Staz. Risicolt.,Vercelli,Piemonte,45.329999999999998,8.369999999999999,9,,x,x,x,x,x,x,x,x,x,12,59,1928-1991,52.259999999999998,"0.313",135.455999999999989,52.255000000000003,./0.png
8.1,45.25,Casello Vianello,Vercelli,Piemonte,45.250000000000000,8.100000000000000,9,,x,x,x,x,x,x,x,x,x,7,32,1933-1970,51.649999999999999,"0.311",134.223999999999990,51.651000000000003,./0.png
8.9,44.46,Genova - Bolzaneto,Genova,Liguria,44.460000000000001,8.900000000000000,10,x,x,x,x,x,x,x,x,x,x,7,17,1933-1989,101.780000000000001,"0.512",200.144000000000005,101.775999999999996,./0.png
8.92,44.42,Genova - Universita',Genova,Liguria,44.420000000000002,8.920000000000000,10,x,x,x,x,x,x,x,x,x,x,15,64,1931-1998,96.799999999999997,"0.460",204.575999999999993,96.801000000000002,./0.png
8.93,44.43,Genova - Castellaccio,Genova,Liguria,44.430000000000000,8.930000000000000,9,,x,x,x,x,x,x,x,x,x,9,24,1939-1972,86.500000000000000,"0.477",178.539999999999992,86.495999999999995,./0.png
8.94,44.43,Comago,Genova,Liguria,44.430000000000000,8.940000000000000,5,,,,,,x,x,x,x,x,5,5,1954-1959,116.590000000000003,"0.249",262.432000000000016,116.591999999999999,./0.png
8.99,44.45,S. Eusebio,Genova,Liguria,44.450000000000003,8.990000000000000,10,x,x,x,x,x,x,x,x,x,x,7,28,1939-1998,79.250000000000000,"0.452",169.352000000000004,79.250000000000000,./0.png
8.97,44.43,Pontecarrega,Genova,Liguria,44.430000000000000,8.970000000000002,10,x,x,x,x,x,x,x,x,x,x,14,36,1954-1998,98.500000000000000,"0.477",203.259999999999991,98.497000000000000,./0.png
8.95,44.4,Genova - Centro Funzionale,Genova,Liguria,44.399999999999999,8.949999999999999,10,x,x,x,x,x,x,x,x,x,x,6,27,1951-1980,79.420000000000002,"0.442",172.219999999999999,79.424000000000007,./0.png
7.86,43.88,Centrale Argentina,Imperia,Liguria,43.880000000000003,7.860000000000000,9,,x,x,x,x,x,x,x,x,x,12,52,1935-1998,49.280000000000001,"0.426",109.168000000000006,49.280000000000001,./0.png
7.91,43.93,Tavole,Imperia,Liguria,43.930000000000000,7.910000000000000,8,,x,x,,x,x,x,x,x,x,7,21,1935-1976,68.750000000000000,"0.449",147.548000000000002,68.844999999999999,./0.png
8.0,43.93,Bestagno,Imperia,Liguria,43.930000000000000,8.000000000000000,10,x,x,x,x,x,x,x,x,x,x,12,47,1933-1995,56.490000000000002,"0.404",129.144000000000005,56.488999999999997,./0.png
8.05,43.89,Imperia,Imperia,Liguria,43.890000000000001,8.050000000000002,10,x,x,x,x,x,x,x,x,x,x,9,56,935-1998,55.789999999999999,"0.385",130.864000000000004,55.789000000000001,./0.png
7.95,43.98,Borgomaro,Imperia,Liguria,43.979999999999997,7.950000000000000,7,,x,x,,,x,x,x,x,x,5,12,1934-1947,53.570000000000000,"0.501",107.048000000000002,53.575000000000003,./0.png
7.97,44.01,Colle S. Bartolomeo,Imperia,Liguria,44.009999999999998,7.970000000000000,9,,x,x,x,x,x,x,x,x,x,6,21,1953-1977,63.909999999999997,"0.475",132.379999999999995,63.906999999999996,./0.png
8.04,44.01,Testico,Savona,Liguria,44.009999999999998,8.039999999999999,8,,x,x,x,,x,x,x,x,x,5,25,1958-1993,50.539999999999999,"0.476",225.943999999999988,80.486999999999995,./0.png
9.68,44.22,L'Ago,La Spezia,Liguria,44.219999999999999,9.680000000000000,6,,x,,,,x,x,x,x,x,6,8,1934-1943,80.489999999999995,"0.255",202.360000000000014,74.159999999999997,./0.png
9.75,44.19,Braccelli,La Spezia,Liguria,44.189999999999998,9.750000000000000,6,,,,x,,x,x,x,x,x,5,10,1933-1943,74.159999999999997,"0.276",128.759999999999991,59.066000000000003,./0.png
9.85,44.2,Piana Battolla - Ponte,La Spezia,Liguria,44.200000000000003,9.850000000000000,10,x,x,x,x,x,x,x,x,x,x,7,23,1933-1981,59.070000000000000,"0.438",143.879999999999995,64.578999999999994,./0.png
9.84,44.25,Calice al Cornoviglio,La Spezia,Liguria,44.250000000000000,9.840000000000000,10,x,x,x,x,x,x,x,x,x,x,10,29,1965-1998,64.579999999999998,"0.422",148.419999999999987,65.370999999999995,./0.png
9.83,44.11,La Spezia,La Spezia,Liguria,44.109999999999999,9.830000000000000,9,,x,x,x,x,x,x,x,x,x,18,51,1930-1986,65.370000000000005,"0.409",121.268000000000001,52.186000000000000,./0.png
9.84,44.05,Portovenere - Comune,La Spezia,Liguria,44.049999999999997,9.840000000000000,10,x,x,x,x,x,x,x,x,x,x,6,16,1968-1996,52.189999999999998,"0.392",159.627999999999986,68.316999999999993,./0.png
9.97,44.11,Sarzana,La Spezia,Liguria,44.109999999999999,9.970000000000001,10,x,x,x,x,x,x,x,x,x,x,12,61,1933-1998,68.319999999999993,"0.388",104.436000000000007,50.537999999999997,./0.png
8.05,44.0,Stellanello,Savona,Liguria,44.000000000000000,8.050000000000002,9,,x,x,x,x,x,x,x,x,x,10,26,1926-1980,67.859999999999999,"0.435",148.479999999999990,67.858999999999995,./0.png
8.17,44.01,Alassio,Savona,Liguria,44.009999999999998,8.170000000000000,10,x,x,x,x,x,x,x,x,x,x,8,56,1930-1998,60.020000000000003,"0.348",148.219999999999999,60.015999999999998,./0.png
8.35,44.35,Sella di Savona,Savona,Liguria,44.350000000000001,8.350000000000000,10,x,x,x,x,x,x,x,x,x,x,7,21,1961-1998,81.939999999999998,"0.544",154.080000000000013,81.936999999999998,./0.png
8.38,44.28,Montagna,Savona,Liguria,44.280000000000001,8.380000000000003,10,x,x,x,x,x,x,x,x,x,x,10,46,1928-1989,80.680000000000007,"0.454",172.036000000000001,80.679000000000002,./0.png
8.46,44.35,Santuario di Savona,Savona,Liguria,44.350000000000001,8.460000000000003,9,,x,x,x,x,x,x,x,x,x,7,22,1930-1980,73.200000000000003,"0.419",163.716000000000008,73.197000000000003,./0.png
8.48,44.3,Savona (Osserv.),Savona,Liguria,44.299999999999997,8.480000000000000,5,,,,,,x,x,x,x,x,11,11,1935-1964,135.780000000000001,"0.226",305.615000000000009,135.776999999999987,./0.png
8.48,44.31,Savona - Istituto Nautico,Savona,Liguria,44.310000000000002,8.480000000000000,9,,x,x,x,x,x,x,x,x,x,8,32,1934-1998,71.319999999999993,"0.369",171.104000000000013,71.322999999999993,./0.png
8.47,44.37,Ellera - Foglietto,Savona,Liguria,44.369999999999997,8.470000000000002,9,,x,x,x,x,x,x,x,x,x,10,20,1965-1998,73.760000000000005,"0.480",151.735999999999990,73.757999999999996,./0.png
8.48,44.0,Stella S. Bernardo,Savona,Liguria,44.000000000000000,8.480000000000000,9,x,x,x,x,,x,x,x,x,x,6,22,1953-1978,82.629999999999995,"0.433",181.383999999999986,82.635000000000005,./0.png
8.52,44.39,Stella San Martino,Savona,Liguria,44.390000000000001,8.520000000000000,10,x,x,x,x,x,x,x,x,x,x,8,28,1934-1979,76.290000000000006,"0.429",168.427999999999997,76.292000000000002,./0.png
8.53,44.36,Sanda,Savona,Liguria,44.359999999999999,8.529999999999999,10,x,x,x,x,x,x,x,x,x,x,7,19,1935-1996,89.689999999999998,"0.399",206.376000000000005,89.688000000000002,./0.png
8.58,44.36,Varazze,Savona,Liguria,44.359999999999999,8.580000000000000,9,,x,x,x,x,x,x,x,x,x,9,37,1938-1979,69.099999999999994,"0.393",160.336000000000013,69.099999999999994,./0.png
9.84,45.87,Gorno,Bergamo,Lombardia,45.869999999999997,9.840000000000000,9,,x,x,x,x,x,x,x,x,x,6,26,1953-1980,56.270000000000003,"0.469",117.415999999999997,56.268999999999998,./0.png
9.67,45.84,S. Pellegrino Terme (Brembo),Bergamo,Lombardia,45.840000000000003,9.670000000000000,8,,x,x,,x,x,x,x,x,x,5,12,1933-1978,69.870000000000005,"0.347",172.800000000000011,69.872000000000000,./0.png
9.55,45.78,Roncola,Bergamo,Lombardia,45.780000000000001,9.550000000000001,5,,,,,,x,x,x,x,x,6,6,1951-1956,78.079999999999998,"0.205",175.738000000000000,78.075999999999993,./0.png
9.65,45.7,Bergamo (Serio),Bergamo,Lombardia,45.700000000000003,9.650000000000000,9,,x,x,x,x,x,x,x,x,x,13,46,1925-1986,57.829999999999998,"0.317",149.003999999999991,57.826999999999998,./0.png
9.6,45.52,Treviglio,Bergamo,Lombardia,45.520000000000003,9.600000000000000,9,,x,x,x,x,x,x,x,x,x,9,43,1934-1986,56.170000000000002,"0.300",148.144000000000005,56.167000000000002,./0.png
9.77,45.57,Martinengo,Bergamo,Lombardia,45.570000000000000,9.770000000000000,9,,x,x,x,x,x,x,x,x,x,5,19,1956-1977,49.170000000000002,"0.279",133.508000000000010,49.170000000000002,./0.png
9.85,45.51,Calcio,Bergamo,Lombardia,45.509999999999998,9.850000000000000,6,,,x,,,x,x,x,x,x,5,8,1980-1991,53.960000000000001,"0.286",145.104000000000013,53.957999999999998,./0.png
9.95,45.67,Sarnico,Bergamo,Lombardia,45.670000000000002,9.949999999999999,7,,,x,,x,x,x,x,x,x,5,13,1977-1991,51.649999999999999,"0.448",111.067999999999998,51.645000000000003,./0.png
9.94,45.33,Orzinuovi,Brescia,Lombardia,45.329999999999998,9.940000000000000,8,,x,,x,x,x,x,x,x,x,7,29,1936-1972,51.640000000000001,"0.262",143.651999999999987,51.639000000000003,./0.png
10.09,45.32,Verolanuova,Brescia,Lombardia,45.320000000000000,10.090000000000000,9,,x,x,x,x,x,x,x,x,x,5,17,1933-1962,9.190000000000000,"0.326",125.304000000000002,49.192000000000000,./0.png
9.94,45.53,Chiari,Brescia,Lombardia,45.530000000000001,9.940000000000000,9,,x,x,x,x,x,x,x,x,x,11,38,1933-1991,53.219999999999999,"0.329",134.855999999999995,53.223999999999997,./0.png
10.04,45.62,Borgonato (Lago d'Iseo),Brescia,Lombardia,45.619999999999997,10.039999999999999,9,,x,x,x,x,x,x,x,x,x,9,48,1935-1986,52.280000000000001,"0.309",136.336000000000013,52.280999999999999,./0.png
10.22,45.53,Brescia (Mella),Brescia,Lombardia,45.530000000000001,10.220000000000001,5,,,,,,x,x,x,x,x,9,10,1933-1959,56.659999999999997,"0.299",127.527000000000001,56.656999999999996,./0.png
10.4,45.65,Preseglie,Brescia,Lombardia,45.649999999999999,10.400000000000000,5,,,,,,x,x,x,x,x,9,11,1934-1944,40.930000000000000,"0.381",92.125000000000000,40.929000000000002,./0.png
10.44,45.58,Gavardo (Chiese),Brescia,Lombardia,45.579999999999998,10.440000000000000,9,,x,x,x,x,x,x,x,x,x,6,19,1970-1991,49.619999999999997,"0.330",125.540000000000006,49.921999999999997,./0.png
10.54,45.6,Salo',Brescia,Lombardia,45.600000000000001,10.539999999999999,8,,x,x,x,,x,x,x,x,x,6,15,1956-1973,50.939999999999998,"0.371",121.872000000000000,50.942000000000000,./0.png
10.29,45.4,Ghedi,Brescia,Lombardia,45.399999999999999,10.289999999999999,9,,x,x,x,x,x,x,x,x,x,9,48,1936-1986,48.560000000000002,"0.326",123.644000000000005,48.563000000000002,./0.png
10.35,45.35,Calvisano,Brescia,Lombardia,45.350000000000001,10.350000000000000,9,,x,x,x,x,x,x,x,x,x,6,31,1934-1978,52.369999999999997,"0.309",34.110999999999997,52.372000000000000,./0.png
9.04,45.97,Lanzo d'Intelvi,Como,Lombardia,45.969999999999999,9.039999999999999,8,,,x,x,x,x,x,x,x,x,5,14,1933-1971,50.320000000000000,"0.433",110.384000000000000,50.317000000000000,./0.png
9.07,45.8,Como (Lago Como),Como,Lombardia,45.799999999999997,9.070000000000000,9,,x,x,x,x,x,x,x,x,x,11,42,1933-1991,58.750000000000000,"0.327",149.295999999999992,58.749000000000002,./0.png
9.27,45.87,Asso,Como,Lombardia,45.869999999999997,9.270000000000000,9,,x,x,x,x,x,x,x,x,x,7,33,1949-1983,64.939999999999998,"0.398",149.675999999999988,64.939999999999998,./0.png
9.25,45.93,Magreglio,Como,Lombardia,45.930000000000000,9.250000000000000,9,,x,x,x,x,x,x,x,x,x,5,21,1967-1990,52.049999999999997,"0.514",102.111999999999995,52.049999999999997,./0.png
9.85,45.28,Soresina,Cremona,Lombardia,45.280000000000001,9.850000000000000,5,,,,,,x,x,x,x,x,5,5,1936-1951,49.030000000000001,"0.277",110.370999999999995,49.034999999999997,./0.png
9.87,45.33,Genivolta,Cremona,Lombardia,45.329999999999998,9.869999999999999,8,,x,x,,x,x,x,x,x,x,6,23,1955-1979,52.030000000000001,"0.334",131.068000000000012,52.030000000000001,./0.png
10.02,45.13,Cremona,Cremona,Lombardia,45.130000000000003,10.020000000000000,9,,x,x,x,x,x,x,x,x,x,7,55,1933-1991,49.700000000000003,"0.319",127.804000000000002,49.704000000000001,./0.png
10.15,45.13,Pieve S. Giacomo,Cremona,Lombardia,45.130000000000003,10.150000000000000,9,,x,x,x,x,x,x,x,x,x,7,34,1949-1991,46.200000000000003,"0.416",103.751999999999995,46.201000000000001,./0.png
9.69,45.37,Crema (Serio),Cremona,Lombardia,45.369999999999997,9.690000000000000,8,,x,x,x,,x,x,x,x,x,6,38,1933-1970,47.810000000000002,"0.288",128.343999999999994,47.805999999999997,./0.png
9.3,46.03,Bellano (Pioverna),Lecco,Lombardia,46.030000000000001,9.300000000000001,8,,,x,x,x,x,x,x,x,x,5,20,1927-1991,48.869999999999997,"0.434",107.099999999999994,48.872999999999998,./0.png
