X,Y,Stazione d,Provincia,Regione,Lat.,Long.,Serie pres,5 minuti,10 minuti,15 minuti,20 minuti,30 minuti,1 ora,3 ore,6 ore,12 ore,24 ore,Minima dim,Massima di,Range seri,a,n,h_15min (m,h_60min (m,icon_url
8.05,45.62,Tollegno (Cervo),Biella,Piemonte,45.619999999999997,8.050000000000002,9,,x,x,x,x,x,x,x,x,x,7,37,1949-1990,45.100000000000001,0.439000000000000,98.103999999999999,45.103999999999999,./0.png
8.09,45.63,Camandona (Cervo),Biella,Piemonte,45.630000000000003,8.090000000000000,8,,x,x,,x,x,x,x,x,x,5,33,1958-1991,45.329999999999998,0.437000000000000,98.956000000000003,45.329999999999998,./0.png
8.07,45.6,Pettinengo,Biella,Piemonte,45.600000000000001,8.070000000000000,9,,x,x,x,x,x,x,x,x,x,5,21,1938-1970,48.090000000000003,0.460000000000000,101.620000000000005,48.087000000000003,./0.png
8.05,45.58,Ghemme,Biella,Piemonte,45.579999999999998,8.050000000000002,9,,x,x,x,x,x,x,x,x,x,6,18,1956-1974,34.549999999999997,0.423000000000000,76.852000000000004,34.552000000000000,./0.png
8.05,45.57,Biella (Cervo),Biella,Piemonte,45.570000000000000,8.050000000000002,9,,x,x,x,x,x,x,x,x,x,6,36,1945-1991,38.060000000000002,0.423000000000000,84.719999999999999,38.058999999999997,./0.png
7.99,45.5,Zubiena,Biella,Piemonte,45.500000000000000,7.990000000000000,9,,x,x,x,x,x,x,x,x,x,5,27,1955-1991,45.490000000000002,0.364000000000000,109.843999999999994,45.488000000000000,./0.png
7.45,44.35,Vignolo C.le Rocca Sparvera,Cuneo,Piemonte,44.350000000000001,7.450000000000000,8,,x,,x,x,x,x,x,x,x,5,21,1953-1974,33.520000000000003,0.439000000000000,72.936000000000007,33.524000000000001,./0.png
7.49,44.33,Borgo S. Dalmazzo (Gesso),Cuneo,Piemonte,44.329999999999998,7.490000000000000,9,,x,x,x,x,x,x,x,x,x,6,36,1951-1991,32.560000000000002,0.455000000000000,69.284000000000006,32.557000000000002,./0.png
7.4,44.23,Entracque - Diga (Gesso),Cuneo,Piemonte,44.229999999999997,7.400000000000000,6,,,,,x,x,x,x,x,x,5,14,1976-1990,20.100000000000001,0.563000000000000,36.856000000000002,20.105000000000000,./0.png
7.52,44.4,Cuneo (Stura di Demonte),Cuneo,Piemonte,44.399999999999999,7.520000000000000,9,,x,x,x,x,x,x,x,x,x,5,56,1933-1991,36.170000000000002,0.333000000000000,91.147999999999996,36.167000000000002,./0.png
7.69,44.4,Margarita,Cuneo,Piemonte,44.399999999999999,7.690000000000000,5,,,,,,x,x,x,x,x,12,12,1941-1959,26.309999999999999,0.411000000000000,59.218000000000004,26.309000000000001,./0.png
7.79,44.43,Breolungi (Pesio),Cuneo,Piemonte,44.430000000000000,7.790000000000000,9,,x,x,x,x,x,x,x,x,x,5,39,1935-1991,26.850000000000001,0.357000000000000,65.447999999999993,26.855000000000000,./0.png
7.65,44.25,Certosa Pesio (Pesio),Cuneo,Piemonte,44.250000000000000,7.650000000000000,7,,,x,,x,x,x,x,x,x,6,8,1984-1991,36.259999999999998,0.446000000000000,78.120000000000005,36.258000000000003,./0.png
8.24,44.7,S. Libera (Belbo),Cuneo,Piemonte,44.700000000000003,8.240000000000000,6,,,,,x,x,x,x,x,x,5,6,1985-1990,32.759999999999998,0.355000000000000,80.067999999999998,32.759999999999998,./0.png
8.03,44.71,Alba,Cuneo,Piemonte,44.710000000000001,8.029999999999999,9,,x,x,x,x,x,x,x,x,x,5,33,1954-1991,29.250000000000000,0.378000000000000,69.248000000000005,29.248000000000001,./0.png
8.55,45.57,Momo,Novara,Piemonte,45.570000000000000,8.550000000000002,7,,,x,x,,x,x,x,x,x,6,23,1936-1972,36.960000000000001,0.397000000000000,85.299999999999997,36.959000000000003,./0.png
8.6,45.45,Novara,Novara,Piemonte,45.450000000000003,8.600000000000000,9,,x,x,x,x,x,x,x,x,x,5,41,1933-1986,36.180000000000000,0.348000000000000,89.308000000000007,36.179000000000002,./0.png
8.57,45.83,Lesa (Erno),Novara,Piemonte,45.829999999999998,8.570000000000000,9,,x,x,x,x,x,x,x,x,x,6,25,1953-1991,44.359999999999999,0.404000000000000,101.287999999999997,44.357999999999997,./0.png
8.55,45.83,Villa Lesa,Novara,Piemonte,45.829999999999998,8.550000000000002,4,,,,,,x,x,x,,x,5,5,1933-1944,38.039999999999999,0.353000000000000,85.629000000000005,38.042999999999999,./0.png
7.6,45.15,Venaria la Mandria,Torino,Piemonte,45.149999999999999,7.600000000000000,9,,x,x,x,x,x,x,x,x,x,5,19,1954-1976,34.340000000000003,0.397000000000000,79.224000000000004,34.344999999999999,./0.png
7.57,45.08,Collegno,Torino,Piemonte,45.079999999999998,7.570000000000000,9,,x,x,x,x,x,x,x,x,x,5,29,1951-1987,29.820000000000000,0.313000000000000,77.251999999999995,29.821999999999999,./0.png
7.54,45.01,Torino - Lucento,Torino,Piemonte,45.009999999999998,7.540000000000000,5,,,,,,x,x,x,x,x,16,16,1938-1956,51.670000000000002,0.205000000000000,116.311000000000007,51.673999999999999,./0.png
7.65,45.0,Moncalieri,Torino,Piemonte,45.000000000000000,7.650000000000000,9,,x,x,x,x,x,x,x,x,x,5,38,1940-1991,28.559999999999999,0.346000000000000,70.744000000000000,28.555000000000000,./0.png
7.63,44.97,Torino - San Paolo,Torino,Piemonte,44.969999999999999,7.630000000000000,5,,,,,,x,x,x,x,x,13,13,1938-1956,41.180000000000000,0.187000000000000,92.688000000000002,41.179000000000002,./0.png
7.67,45.07,Torino - Ufficio Idrografico,Torino,Piemonte,45.070000000000000,7.670000000000000,9,,x,x,x,x,x,x,x,x,x,11,56,1927-1991,35.579999999999998,0.342000000000000,88.516000000000005,35.575000000000003,./0.png
7.7,45.05,Torino Millefonti,Torino,Piemonte,45.049999999999997,7.700000000000000,9,,x,x,x,x,x,x,x,x,x,5,24,1938-1968,34.320000000000000,0.391000000000000,79.879999999999995,34.317999999999998,./0.png
7.77,45.03,Pino Torinese - Oss. Astronomico,Torino,Piemonte,45.030000000000001,7.770000000000000,9,,x,x,x,x,x,x,x,x,x,7,41,1938-1982,29.910000000000000,0.340000000000000,74.671999999999997,29.905999999999999,./0.png
7.82,45.12,Gassino San Grato,Torino,Piemonte,45.119999999999997,7.820000000000000,5,,,,,,x,x,x,x,x,5,5,1941-1959,53.060000000000002,0.112000000000000,119.436999999999998,53.063000000000002,./0.png
7.89,45.12,Torino - Sassi,Torino,Piemonte,45.119999999999997,7.890000000000000,5,,,,,,x,x,x,x,x,14,14,1938-1956,47.840000000000003,0.187000000000000,107.688000000000002,47.843000000000004,./0.png
8.42,45.98,Candoglia (Anza),Verbania-Cusio-Ossola,Piemonte,45.979999999999997,8.420000000000000,8,,x,x,,x,x,x,x,x,x,5,19,1957-1986,53.859999999999999,0.545000000000000,101.268000000000001,53.856000000000002,./0.png
8.41,45.88,Omegna (Lago d'Orta),Verbania-Cusio-Ossola,Piemonte,45.880000000000003,8.410000000000000,7,,,x,,x,x,x,x,x,x,6,7,1984-1991,35.530000000000001,0.494000000000000,71.611999999999995,35.529000000000003,./0.png
8.5,45.87,Gignese,Verbania-Cusio-Ossola,Piemonte,45.869999999999997,8.500000000000000,6,,,x,,,x,x,x,x,x,7,31,1933-1968,44.909999999999997,0.471000000000000,93.456000000000003,44.911999999999999,./0.png
8.58,45.93,Unchio - Trobaso,Verbania-Cusio-Ossola,Piemonte,45.930000000000000,8.580000000000000,7,,,x,,x,x,x,x,x,x,9,20,1971-1991,54.740000000000002,0.453000000000000,116.792000000000002,54.738000000000000,./0.png
8.57,45.92,Pallanza,Verbania-Cusio-Ossola,Piemonte,45.920000000000002,8.570000000000000,5,,,,,,x,x,x,x,x,11,11,1953-1963,52.539999999999999,0.465000000000000,118.269000000000005,52.543999999999997,./0.png
8.37,45.33,Vercelli - Staz. Risicolt.,Vercelli,Piemonte,45.329999999999998,8.369999999999999,9,,x,x,x,x,x,x,x,x,x,12,59,1928-1991,35.950000000000003,0.322000000000000,91.959999999999994,35.948999999999998,./0.png
8.1,45.25,Casello Vianello,Vercelli,Piemonte,45.250000000000000,8.100000000000000,9,,x,x,x,x,x,x,x,x,x,7,32,1933-1970,35.420000000000002,0.392000000000000,89.760000000000005,35.420999999999999,./0.png
8.9,44.46,Genova - Bolzaneto,Genova,Liguria,44.460000000000001,8.900000000000000,10,x,x,x,x,x,x,x,x,x,x,7,17,1933-1989,65.760000000000005,0.488000000000000,133.807999999999993,65.765000000000001,./0.png
8.92,44.42,Genova - Universita',Genova,Liguria,44.420000000000002,8.920000000000000,10,x,x,x,x,x,x,x,x,x,x,15,64,1931-1998,64.200000000000003,0.457000000000000,136.355999999999995,64.200000000000003,./0.png
8.93,44.43,Genova - Castellaccio,Genova,Liguria,44.430000000000000,8.930000000000000,9,,x,x,x,x,x,x,x,x,x,9,24,1939-1972,59.990000000000002,0.451000000000000,128.364000000000004,59.984999999999999,./0.png
8.94,44.43,Comago,Genova,Liguria,44.430000000000000,8.940000000000000,5,,,,,,x,x,x,x,x,5,5,1954-1959,78.209999999999994,0.297000000000000,176.031000000000006,78.206000000000003,./0.png
8.99,44.45,S. Eusebio,Genova,Liguria,44.450000000000003,8.990000000000000,10,x,x,x,x,x,x,x,x,x,x,7,28,1939-1998,54.060000000000002,0.442000000000000,117.219999999999999,54.061999999999998,./0.png
8.97,44.43,Pontecarrega,Genova,Liguria,44.430000000000000,8.970000000000002,10,x,x,x,x,x,x,x,x,x,x,14,36,1954-1998,65.560000000000002,0.465000000000000,137.731999999999999,65.558999999999997,./0.png
8.95,44.4,Genova - Centro Funzionale,Genova,Liguria,44.399999999999999,8.949999999999999,10,x,x,x,x,x,x,x,x,x,x,6,27,1951-1980,55.630000000000003,0.430000000000000,122.659999999999997,55.627000000000002,./0.png
7.86,43.88,Centrale Argentina,Imperia,Liguria,43.880000000000003,7.860000000000000,9,,x,x,x,x,x,x,x,x,x,12,52,1935-1998,34.950000000000003,0.415000000000000,78.644000000000005,34.945000000000000,./0.png
7.91,43.93,Tavole,Imperia,Liguria,43.930000000000000,7.910000000000000,8,,x,x,,x,x,x,x,x,x,7,21,1935-1976,48.409999999999997,0.442000000000000,104.884000000000000,48.408000000000001,./0.png
8.0,43.93,Bestagno,Imperia,Liguria,43.930000000000000,8.000000000000000,10,x,x,x,x,x,x,x,x,x,x,12,47,1933-1995,39.180000000000000,0.396000000000000,90.471999999999994,39.185000000000002,./0.png
8.05,43.89,Imperia,Imperia,Liguria,43.890000000000001,8.050000000000002,10,x,x,x,x,x,x,x,x,x,x,9,56,935-1998,38.810000000000002,0.380000000000000,91.731999999999999,38.811999999999998,./0.png
7.95,43.98,Borgomaro,Imperia,Liguria,43.979999999999997,7.950000000000000,7,,x,x,,,x,x,x,x,x,5,12,1934-1947,38.750000000000000,0.480000000000000,79.659999999999997,38.747000000000000,./0.png
7.97,44.01,Colle S. Bartolomeo,Imperia,Liguria,44.009999999999998,7.970000000000000,9,,x,x,x,x,x,x,x,x,x,6,21,1953-1977,45.149999999999999,0.455000000000000,96.084000000000003,45.154000000000003,./0.png
8.04,44.01,Testico,Savona,Liguria,44.009999999999998,8.039999999999999,8,,x,x,x,,x,x,x,x,x,5,25,1958-1993,36.409999999999997,0.462000000000000,143.975999999999999,53.613000000000000,./0.png
9.68,44.22,L'Ago,La Spezia,Liguria,44.219999999999999,9.680000000000000,6,,x,,,,x,x,x,x,x,6,8,1934-1943,53.609999999999999,0.287000000000000,140.692000000000007,51.956000000000003,./0.png
9.75,44.19,Braccelli,La Spezia,Liguria,44.189999999999998,9.750000000000000,6,,,,x,,x,x,x,x,x,5,10,1933-1943,51.960000000000001,0.281000000000000,93.168000000000006,42.340000000000003,./0.png
9.85,44.2,Piana Battolla - Ponte,La Spezia,Liguria,44.200000000000003,9.850000000000000,10,x,x,x,x,x,x,x,x,x,x,7,23,1933-1981,42.340000000000003,0.431000000000000,101.391999999999996,45.591000000000001,./0.png
9.84,44.25,Calice al Cornoviglio,La Spezia,Liguria,44.250000000000000,9.840000000000000,10,x,x,x,x,x,x,x,x,x,x,10,29,1965-1998,45.590000000000003,0.423000000000000,102.543999999999997,45.024000000000001,./0.png
9.83,44.11,La Spezia,La Spezia,Liguria,44.109999999999999,9.830000000000000,9,,x,x,x,x,x,x,x,x,x,18,51,1930-1986,45.020000000000003,0.406000000000000,87.971999999999994,37.136000000000003,./0.png
9.84,44.05,Portovenere - Comune,La Spezia,Liguria,44.049999999999997,9.840000000000000,10,x,x,x,x,x,x,x,x,x,x,6,16,1968-1996,37.140000000000001,0.378000000000000,111.647999999999996,47.710000000000001,./0.png
9.97,44.11,Sarzana,La Spezia,Liguria,44.109999999999999,9.970000000000001,10,x,x,x,x,x,x,x,x,x,x,12,61,1933-1998,47.710000000000001,0.387000000000000,76.748000000000005,36.405999999999999,./0.png
8.05,44.0,Stellanello,Savona,Liguria,44.000000000000000,8.050000000000002,9,,x,x,x,x,x,x,x,x,x,10,26,1926-1980,47.450000000000003,0.437000000000000,103.599999999999994,47.445999999999998,./0.png
8.17,44.01,Alassio,Savona,Liguria,44.009999999999998,8.170000000000000,10,x,x,x,x,x,x,x,x,x,x,8,56,1930-1998,41.090000000000003,0.353000000000000,100.792000000000002,41.088000000000001,./0.png
8.35,44.35,Sella di Savona,Savona,Liguria,44.350000000000001,8.350000000000000,10,x,x,x,x,x,x,x,x,x,x,7,21,1961-1998,56.229999999999997,0.515000000000000,110.132000000000005,56.231000000000002,./0.png
8.38,44.28,Montagna,Savona,Liguria,44.280000000000001,8.380000000000003,10,x,x,x,x,x,x,x,x,x,x,10,46,1928-1989,54.659999999999997,0.450000000000000,117.183999999999997,54.664999999999999,./0.png
8.46,44.35,Santuario di Savona,Savona,Liguria,44.350000000000001,8.460000000000003,9,,x,x,x,x,x,x,x,x,x,7,22,1930-1980,48.780000000000001,0.416000000000000,109.668000000000006,48.779000000000003,./0.png
8.48,44.3,Savona (Osserv.),Savona,Liguria,44.299999999999997,8.480000000000000,5,,,,,,x,x,x,x,x,11,11,1935-1964,85.400000000000006,0.252000000000000,192.213999999999999,85.396000000000001,./0.png
8.48,44.31,Savona - Istituto Nautico,Savona,Liguria,44.310000000000002,8.480000000000000,9,,x,x,x,x,x,x,x,x,x,8,32,1934-1998,50.030000000000001,0.374000000000000,119.111999999999995,50.030000000000001,./0.png
8.47,44.37,Ellera - Foglietto,Savona,Liguria,44.369999999999997,8.470000000000002,9,,x,x,x,x,x,x,x,x,x,10,20,1965-1998,49.340000000000003,0.464000000000000,103.731999999999999,49.338000000000001,./0.png
8.48,44.0,Stella S. Bernardo,Savona,Liguria,44.000000000000000,8.480000000000000,9,x,x,x,x,,x,x,x,x,x,6,22,1953-1978,57.159999999999997,0.423000000000000,127.164000000000001,57.156999999999996,./0.png
8.52,44.39,Stella San Martino,Savona,Liguria,44.390000000000001,8.520000000000000,10,x,x,x,x,x,x,x,x,x,x,8,28,1934-1979,52.380000000000003,0.432000000000000,115.191999999999993,52.384000000000000,./0.png
8.53,44.36,Sanda,Savona,Liguria,44.359999999999999,8.529999999999999,10,x,x,x,x,x,x,x,x,x,x,7,19,1935-1996,59.560000000000002,0.384000000000000,139.948000000000008,59.555999999999997,./0.png
8.58,44.36,Varazze,Savona,Liguria,44.359999999999999,8.580000000000000,9,,x,x,x,x,x,x,x,x,x,9,37,1938-1979,48.530000000000001,0.394000000000000,112.483999999999995,48.534999999999997,./0.png
9.84,45.87,Gorno,Bergamo,Lombardia,45.869999999999997,9.840000000000000,9,,x,x,x,x,x,x,x,x,x,6,26,1953-1980,42.000000000000000,0.448000000000000,90.287999999999997,42.002000000000002,./0.png
9.67,45.84,S. Pellegrino Terme (Brembo),Bergamo,Lombardia,45.840000000000003,9.670000000000000,8,,x,x,,x,x,x,x,x,x,5,12,1933-1978,46.960000000000001,0.355000000000000,114.888000000000005,46.957000000000001,./0.png
9.55,45.78,Roncola,Bergamo,Lombardia,45.780000000000001,9.550000000000001,5,,,,,,x,x,x,x,x,6,6,1951-1956,53.140000000000001,0.214000000000000,119.622000000000000,53.145000000000003,./0.png
9.65,45.7,Bergamo (Serio),Bergamo,Lombardia,45.700000000000003,9.650000000000000,9,,x,x,x,x,x,x,x,x,x,13,46,1925-1986,40.359999999999999,0.319000000000000,103.751999999999995,40.354999999999997,./0.png
9.6,45.52,Treviglio,Bergamo,Lombardia,45.520000000000003,9.600000000000000,9,,x,x,x,x,x,x,x,x,x,9,43,1934-1986,38.640000000000001,0.305000000000000,101.292000000000002,38.643999999999998,./0.png
9.77,45.57,Martinengo,Bergamo,Lombardia,45.570000000000000,9.770000000000000,9,,x,x,x,x,x,x,x,x,x,5,19,1956-1977,34.719999999999999,0.288000000000000,93.207999999999998,34.716999999999999,./0.png
9.85,45.51,Calcio,Bergamo,Lombardia,45.509999999999998,9.850000000000000,6,,,x,,,x,x,x,x,x,5,8,1980-1991,40.100000000000001,0.289000000000000,107.516000000000005,40.101999999999997,./0.png
9.95,45.67,Sarnico,Bergamo,Lombardia,45.670000000000002,9.949999999999999,7,,,x,,x,x,x,x,x,x,5,13,1977-1991,37.130000000000003,0.431000000000000,81.739999999999995,37.127000000000002,./0.png
9.94,45.33,Orzinuovi,Brescia,Lombardia,45.329999999999998,9.940000000000000,8,,x,,x,x,x,x,x,x,x,7,29,1936-1972,36.880000000000003,0.262000000000000,102.524000000000001,36.878999999999998,./0.png
10.09,45.32,Verolanuova,Brescia,Lombardia,45.320000000000000,10.090000000000000,9,,x,x,x,x,x,x,x,x,x,5,17,1933-1962,35.450000000000003,0.314000000000000,91.796000000000006,35.447000000000003,./0.png
9.94,45.53,Chiari,Brescia,Lombardia,45.530000000000001,9.940000000000000,9,,x,x,x,x,x,x,x,x,x,11,38,1933-1991,37.880000000000003,0.324000000000000,96.680000000000007,37.883000000000003,./0.png
10.04,45.62,Borgonato (Lago d'Iseo),Brescia,Lombardia,45.619999999999997,10.039999999999999,9,,x,x,x,x,x,x,x,x,x,9,48,1935-1986,36.649999999999999,0.310000000000000,95.331999999999994,36.652000000000001,./0.png
10.22,45.53,Brescia (Mella),Brescia,Lombardia,45.530000000000001,10.220000000000001,5,,,,,,x,x,x,x,x,9,10,1933-1959,39.609999999999999,0.290000000000000,89.168000000000006,39.615000000000002,./0.png
10.4,45.65,Preseglie,Brescia,Lombardia,45.649999999999999,10.400000000000000,5,,,,,,x,x,x,x,x,9,11,1934-1944,33.250000000000000,0.339000000000000,74.831999999999994,33.246000000000002,./0.png
10.44,45.58,Gavardo (Chiese),Brescia,Lombardia,45.579999999999998,10.440000000000000,9,,x,x,x,x,x,x,x,x,x,6,19,1970-1991,36.340000000000003,0.351000000000000,89.328000000000003,36.335999999999999,./0.png
10.54,45.6,Salo',Brescia,Lombardia,45.600000000000001,10.539999999999999,8,,x,x,x,,x,x,x,x,x,6,15,1956-1973,36.000000000000000,0.370000000000000,86.207999999999998,36.002000000000002,./0.png
10.29,45.4,Ghedi,Brescia,Lombardia,45.399999999999999,10.289999999999999,9,,x,x,x,x,x,x,x,x,x,9,48,1936-1986,33.920000000000002,0.326000000000000,86.396000000000001,33.923999999999999,./0.png
10.35,45.35,Calvisano,Brescia,Lombardia,45.350000000000001,10.350000000000000,9,,x,x,x,x,x,x,x,x,x,6,31,1934-1978,36.369999999999997,0.306000000000000,95.171999999999997,36.366999999999997,./0.png
9.04,45.97,Lanzo d'Intelvi,Como,Lombardia,45.969999999999999,9.039999999999999,8,,,x,x,x,x,x,x,x,x,5,14,1933-1971,36.909999999999997,0.427000000000000,81.647999999999996,36.908999999999999,./0.png
9.07,45.8,Como (Lago Como),Como,Lombardia,45.799999999999997,9.070000000000000,9,,x,x,x,x,x,x,x,x,x,11,42,1933-1991,41.500000000000000,0.332000000000000,104.715999999999994,41.503999999999998,./0.png
9.27,45.87,Asso,Como,Lombardia,45.869999999999997,9.270000000000000,9,,x,x,x,x,x,x,x,x,x,7,33,1949-1983,46.689999999999998,0.397000000000000,107.715999999999994,46.692999999999998,./0.png
9.25,45.93,Magreglio,Como,Lombardia,45.930000000000000,9.250000000000000,9,,x,x,x,x,x,x,x,x,x,5,21,1967-1990,38.890000000000001,0.485000000000000,79.427999999999997,38.884999999999998,./0.png
9.85,45.28,Soresina,Cremona,Lombardia,45.280000000000001,9.850000000000000,5,,,,,,x,x,x,x,x,5,5,1936-1951,35.420000000000002,0.270000000000000,79.731999999999999,35.423000000000002,./0.png
9.87,45.33,Genivolta,Cremona,Lombardia,45.329999999999998,9.869999999999999,8,,x,x,,x,x,x,x,x,x,6,23,1955-1979,36.939999999999998,0.318000000000000,95.132000000000005,36.936000000000000,./0.png
