X,Y,Stazione d,Provincia,Regione,Lat.,Long.,Serie pres,5 minuti,10 minuti,15 minuti,20 minuti,30 minuti,1 ora,3 ore,6 ore,12 ore,24 ore,Minima dim,Massima di,Range seri,a,n,h_15min (m,h_60min (m,icon_url
10.02,45.13,Cremona,Cremona,Lombardia,45.130000000000003,10.020000000000000,9,,x,x,x,x,x,x,x,x,x,7,55,1933-1991,34.359999999999999,0.317000000000000,88.548000000000002,34.359000000000002,./0.png
10.15,45.13,Pieve S. Giacomo,Cremona,Lombardia,45.130000000000003,10.150000000000000,9,,x,x,x,x,x,x,x,x,x,7,34,1949-1991,32.820000000000000,0.394000000000000,76.072000000000003,32.823999999999998,./0.png
9.69,45.37,Crema (Serio),Cremona,Lombardia,45.369999999999997,9.690000000000000,8,,x,x,x,,x,x,x,x,x,6,38,1933-1970,34.789999999999999,0.284000000000000,93.855999999999995,34.789000000000001,./0.png
9.3,46.03,Bellano (Pioverna),Lecco,Lombardia,46.030000000000001,9.300000000000001,8,,,x,x,x,x,x,x,x,x,5,20,1927-1991,34.890000000000001,0.418000000000000,78.227999999999994,34.893000000000001,./0.png
9.29,45.77,Costa Masnaga,Lecco,Lombardia,45.770000000000003,9.289999999999999,9,,x,x,x,x,x,x,x,x,x,5,23,1950-1986,46.520000000000003,0.407000000000000,105.872000000000000,46.518999999999998,./0.png
9.45,45.97,Introbio - C.le Fornetto,Lecco,Lombardia,45.969999999999999,9.449999999999999,8,,,x,x,x,x,x,x,x,x,8,42,1925-1985,45.340000000000003,0.330000000000000,114.763999999999996,45.337000000000003,./0.png
9.39,45.85,Lecco,Lecco,Lombardia,45.850000000000001,9.390000000000001,7,,,x,x,,x,x,x,x,x,5,31,1933-1967,42.009999999999998,0.357000000000000,102.379999999999995,42.009999999999998,./0.png
9.39,45.85,Olginate,Lecco,Lombardia,45.850000000000001,9.390000000000001,9,,x,x,x,x,x,x,x,x,x,7,24,1968-1991,37.619999999999997,0.367000000000000,90.420000000000002,37.615000000000002,./0.png
9.5,45.32,Lodi,Lodi,Lombardia,45.320000000000000,9.500000000000000,9,,x,x,x,x,x,x,x,x,x,6,24,1928-1991,32.469999999999999,0.292000000000000,86.616000000000000,32.475000000000001,./0.png
9.57,45.25,Dello,Lodi,Lombardia,45.250000000000000,9.570000000000000,5,,,,,,x,x,x,x,x,7,8,1952-1959,31.920000000000002,0.225000000000000,71.846999999999994,31.920000000000002,./0.png
9.7,45.17,Codogno,Lodi,Lombardia,45.170000000000002,9.699999999999999,9,,x,x,x,x,x,x,x,x,x,7,34,1934-1985,33.380000000000003,0.387000000000000,78.099999999999994,33.384000000000000,./0.png
10.53,45.23,Piubega,Mantova,Lombardia,45.229999999999997,10.529999999999999,7,,,x,,x,x,x,x,x,x,10,20,1970-1991,36.570000000000000,0.294000000000000,97.347999999999999,36.573999999999998,./0.png
10.57,45.27,Ceresara,Mantova,Lombardia,45.270000000000003,10.570000000000000,8,,x,x,x,,x,x,x,x,x,5,32,1933-1968,37.359999999999999,0.274000000000000,102.156000000000006,37.359000000000002,./0.png
10.65,45.32,Volta Mantovana,Mantova,Lombardia,45.320000000000000,10.650000000000000,8,,x,x,,x,x,x,x,x,x,7,21,1971-1991,28.920000000000002,0.318000000000000,74.475999999999999,28.922999999999998,./0.png
10.67,45.26,Calliera di Goito,Mantova,Lombardia,45.259999999999998,10.670000000000000,7,,,x,,x,x,x,x,x,x,6,9,1980-1991,31.350000000000001,0.373000000000000,74.724000000000004,31.347999999999999,./0.png
10.79,45.15,Mantova,Mantova,Lombardia,45.149999999999999,10.789999999999999,9,,x,x,x,x,x,x,x,x,x,11,53,1933-1991,31.629999999999999,0.308000000000000,82.587999999999994,31.931000000000001,./0.png
10.62,45.02,S. Matteo delle Chiaviche,Mantova,Lombardia,45.020000000000003,10.619999999999999,8,,x,x,,x,x,x,x,x,x,7,22,1965-1991,29.629999999999999,0.330000000000000,75.016000000000005,29.635000000000002,./0.png
10.87,44.98,Saino di Pegognaga,Mantova,Lombardia,44.979999999999997,10.869999999999999,7,,,x,,x,x,x,x,x,x,9,13,1968-1991,34.250000000000000,0.321000000000000,87.780000000000001,34.244999999999997,./0.png
10.97,45.08,Governolo,Mantova,Lombardia,45.079999999999998,10.970000000000001,8,,,x,x,x,x,x,x,x,x,5,25,1955-1991,36.840000000000003,0.297000000000000,97.632000000000005,36.844000000000001,./0.png
8.87,45.48,Marcallo,Milano,Lombardia,45.479999999999997,8.869999999999999,6,,,x,,,x,x,x,x,x,7,24,1938-1966,42.560000000000002,0.284000000000000,114.780000000000001,42.558999999999997,./0.png
9.32,45.37,Melegnano,Milano,Lombardia,45.369999999999997,9.320000000000000,5,,,,,,x,x,x,x,x,19,20,1933-1962,46.740000000000002,0.260000000000000,105.197999999999993,46.737000000000002,./0.png
9.52,45.52,Cassano d'Adda,Milano,Lombardia,45.520000000000003,9.520000000000000,6,,,,,x,x,x,x,x,x,6,9,1980-1991,41.750000000000000,0.295000000000000,110.951999999999998,41.753999999999998,./0.png
9.24,45.68,Carate Brianza,Monza e Brianza,Lombardia,45.680000000000000,9.240000000000000,8,,,x,x,x,x,x,x,x,x,5,22,1951-1985,40.079999999999998,0.394000000000000,92.876000000000005,40.082999999999998,./0.png
9.27,45.58,Monza,Monza e Brianza,Lombardia,45.579999999999998,9.270000000000000,8,,,x,x,x,x,x,x,x,x,5,11,1928-1991,47.200000000000003,0.392000000000000,109.680000000000007,47.195000000000000,./0.png
9.02,45.25,Bereguardo,Pavia,Lombardia,45.250000000000000,9.020000000000000,8,,,x,x,x,x,x,x,x,x,5,17,1968-1990,39.560000000000002,0.292000000000000,105.599999999999994,39.564000000000000,./0.png
9.02,45.06,Cervesina,Pavia,Lombardia,45.060000000000002,9.020000000000000,5,,,,,,x,x,x,x,x,6,6,1983-1991,36.869999999999997,0.277000000000000,82.986999999999995,36.869000000000000,./0.png
9.0,44.98,Voghera,Pavia,Lombardia,44.979999999999997,9.000000000000000,9,,x,x,x,x,x,x,x,x,x,5,52,1930-1989,32.840000000000003,0.332000000000000,82.944000000000003,32.843000000000004,./0.png
8.99,44.97,Villa Morini,Pavia,Lombardia,44.969999999999999,8.990000000000000,6,,,,,x,x,x,x,x,x,5,5,1955-1959,40.780000000000001,0.250000000000000,115.335999999999999,40.776000000000003,./0.png
9.09,44.98,Villa Riccagioia,Pavia,Lombardia,44.979999999999997,9.090000000000000,7,,,x,,x,x,x,x,x,x,6,17,1965-1986,38.920000000000002,0.373000000000000,92.763999999999996,38.918999999999997,./0.png
8.74,45.25,Mortara,Pavia,Lombardia,45.250000000000000,8.740000000000000,5,,,,,,x,x,x,x,x,21,23,1933-1962,28.969999999999999,0.300000000000000,65.200999999999993,28.966999999999999,./0.png
9.64,46.23,San Martino Val Masino,Sondrio,Lombardia,46.229999999999997,9.640000000000001,5,,,,,,x,x,x,x,x,7,7,1935-1953,27.879999999999999,0.295000000000000,62.765000000000001,27.885000000000002,./0.png
9.64,46.22,Filorera,Sondrio,Lombardia,46.219999999999999,9.640000000000001,5,,,,,,x,x,x,x,x,7,7,1967-1975,19.940000000000001,0.353000000000000,44.880000000000003,19.939000000000000,./0.png
9.65,46.13,Campo Tartano,Sondrio,Lombardia,46.130000000000003,9.650000000000000,7,,x,,x,,x,x,x,x,x,5,22,1933-1985,30.699999999999999,0.380000000000000,72.507999999999996,30.696000000000002,./0.png
9.75,46.15,Fusine (Roasco),Sondrio,Lombardia,46.149999999999999,9.750000000000000,9,,x,x,x,x,x,x,x,x,x,8,41,1935-1991,22.260000000000002,0.329000000000000,56.427999999999997,22.265000000000001,./0.png
9.68,46.18,Poschiavino,Sondrio,Lombardia,46.180000000000000,9.680000000000000,5,,,,,,x,x,x,x,x,7,7,1980-1989,20.289999999999999,0.433000000000000,45.667999999999999,20.289000000000001,./0.png
9.85,46.3,Lanzada (Mallero),Sondrio,Lombardia,46.299999999999997,9.850000000000000,8,,x,x,,x,x,x,x,x,x,5,48,1933-1986,22.699999999999999,0.347000000000000,56.136000000000003,22.698000000000000,./0.png
9.92,46.3,Campo Moro (Mallero),Sondrio,Lombardia,46.299999999999997,9.920000000000000,7,,,x,,x,x,x,x,x,x,6,23,1961-1991,20.039999999999999,0.384000000000000,47.064000000000000,20.044000000000000,./0.png
9.84,46.17,Sondrio,Sondrio,Lombardia,46.170000000000002,9.840000000000000,6,,,x,,,x,x,x,x,x,6,22,1947-1985,24.960000000000001,0.343000000000000,62.084000000000003,24.956000000000000,./0.png
9.92,46.08,Scais (Venina),Sondrio,Lombardia,46.079999999999998,9.920000000000000,9,,x,x,x,x,x,x,x,x,x,6,33,1935-1985,30.920000000000002,0.525000000000000,59.731999999999999,30.917999999999999,./0.png
10.0,46.13,Val Morta (Serio),Sondrio,Lombardia,46.130000000000003,10.000000000000000,6,,,,,x,x,x,x,x,x,5,29,1936-1965,22.020000000000000,0.497000000000000,44.223999999999997,22.018999999999998,./0.png
9.04,45.63,Saronno,Varese,Lombardia,45.630000000000003,9.039999999999999,6,,,,,x,x,x,x,x,x,7,20,1936-1968,40.490000000000002,0.343000000000000,100.719999999999999,40.494000000000000,./0.png
8.79,45.65,Gallarate,Varese,Lombardia,45.649999999999999,8.789999999999999,9,,x,x,x,x,x,x,x,x,x,5,25,1936-1974,43.590000000000003,0.352000000000000,106.971999999999994,43.587000000000003,./0.png
8.82,45.82,Varese (Olona),Varese,Lombardia,45.820000000000000,8.820000000000000,8,,,x,x,x,x,x,x,x,x,5,28,1933-1980,42.530000000000001,0.394000000000000,98.471999999999994,42.530999999999999,./0.png
8.9,45.73,Venegono Inferiore (Olona),Varese,Lombardia,45.729999999999997,8.900000000000000,9,,x,x,x,x,x,x,x,x,x,6,31,1956-1988,45.740000000000002,0.336000000000000,114.908000000000001,45.740000000000002,./0.png
8.6,45.82,Ispra (Lago Maggiore),Varese,Lombardia,45.820000000000000,8.600000000000000,9,,x,x,x,x,x,x,x,x,x,7,28,1960-1991,40.909999999999997,0.433000000000000,89.799999999999997,40.908999999999999,./0.png
8.8,45.78,Azzate (Lago di Varese),Varese,Lombardia,45.780000000000001,8.800000000000002,7,,,x,,x,x,x,x,x,x,6,11,1980-1991,45.700000000000003,0.377000000000000,108.400000000000006,45.701000000000001,./0.png
11.3,46.43,Monticolo,Bolzano,Trentino - Alto  Adige,46.430000000000000,11.300000000000001,7,,,x,,x,x,x,x,x,x,11,18,1979-1997,31.890000000000001,0.280000000000000,86.468000000000004,31.885999999999999,./0.png
11.43,46.42,Nova Ponente,Bolzano,Trentino - Alto  Adige,46.420000000000002,11.430000000000000,6,,,,,x,x,x,x,x,x,7,7,1991-1997,34.950000000000003,0.264000000000000,96.888000000000005,34.945999999999998,./0.png
11.31,46.5,Bolzano,Bolzano,Trentino - Alto  Adige,46.500000000000000,11.310000000000000,9,,x,x,x,x,x,x,x,x,x,6,55,1923-1997,27.160000000000000,0.302000000000000,71.459999999999994,27.161999999999999,./0.png
11.33,46.54,S. Genesio Atesino,Bolzano,Trentino - Alto  Adige,46.539999999999999,11.330000000000000,7,,,x,,x,x,x,x,x,x,14,21,1977-1997,31.329999999999998,0.315000000000000,81.016000000000005,31.324999999999999,./0.png
11.4,46.55,Vanga,Bolzano,Trentino - Alto  Adige,46.549999999999997,11.400000000000000,,,,x,,x,x,x,x,x,x,6,7,1978-1986,23.930000000000000,0.293000000000000,63.759999999999998,23.928999999999998,./0.png
11.4,46.5,Cardano,Bolzano,Trentino - Alto  Adige,46.500000000000000,11.400000000000000,9,,x,x,x,x,x,x,x,x,x,6,41,1932-1984,28.829999999999998,0.234000000000000,83.364000000000004,28.829000000000001,./0.png
11.5,46.52,Fie' allo Sciliar,Bolzano,Trentino - Alto  Adige,46.520000000000003,11.500000000000000,7,,,x,,x,x,x,x,x,x,11,18,1980-1997,27.500000000000000,0.282000000000000,74.367999999999995,27.504000000000001,./0.png
11.5,46.5,Castello di Presule,Bolzano,Trentino - Alto  Adige,46.500000000000000,11.500000000000000,5,,,,,,x,x,x,x,x,5,5,1928-1940,32.500000000000000,0.193000000000000,73.155000000000001,32.500999999999998,./0.png
11.08,46.16,Zambana (Idrovora),Trento,Trentino - Alto  Adige,46.159999999999997,11.080000000000000,8,,x,x,,x,x,x,x,x,x,7,46,1936-1990,27.570000000000000,0.371000000000000,65.956000000000003,27.568999999999999,./0.png
11.04,46.15,Paganella,Trento,Trentino - Alto  Adige,46.149999999999999,11.039999999999999,5,,,,,,x,x,x,x,x,12,12,1934-1948,31.590000000000000,0.391000000000000,71.111000000000004,31.593000000000000,./0.png
10.98,46.07,Santa Massenza (Centrale),Trento,Trentino - Alto  Adige,46.070000000000000,10.980000000000000,7,,,x,,x,x,x,x,x,x,24,24,1977-2001,30.190000000000001,0.293000000000000,80.459999999999994,30.195000000000000,./0.png
11.1,46.1,Trento (Roncafort),Trento,Trentino - Alto  Adige,46.100000000000001,11.100000000000000,6,,,,,x,x,x,x,x,x,5,5,1976-1981,23.570000000000000,0.460000000000000,49.828000000000003,23.570000000000000,./0.png
11.09,45.97,Aldeno (San Zeno),Trento,Trentino - Alto  Adige,45.969999999999999,11.090000000000000,7,,,x,,x,x,x,x,x,x,10,10,1991-2002,33.479999999999997,0.287000000000000,22.492999999999999,33.479999999999997,./0.png
11.05,46.01,Monte Bondone,Trento,Trentino - Alto  Adige,46.009999999999998,11.050000000000001,8,,x,x,,x,x,x,x,x,x,8,44,1926-2002,32.079999999999998,0.402000000000000,73.540000000000006,32.084000000000003,./0.png
11.12,46.07,Trento,Trento,Trentino - Alto  Adige,46.070000000000000,11.119999999999999,8,,x,x,,x,x,x,x,x,x,11,58,1923-1990,30.829999999999998,0.372000000000000,73.676000000000002,30.829000000000001,./0.png
11.14,46.07,Trento (Laste),Trento,Trentino - Alto  Adige,46.070000000000000,11.140000000000001,7,,,x,,x,x,x,x,x,x,25,40,1951-1990,29.270000000000000,0.400000000000000,67.239999999999995,29.265999999999998,./0.png
11.24,46.06,Pergine Valsugana (Convento),Trento,Trentino - Alto  Adige,46.060000000000002,11.240000000000000,7,,,x,,x,x,x,x,x,x,23,23,1979-2005,29.629999999999999,0.366000000000000,71.323999999999998,29.632999999999999,./0.png
12.3,46.27,Longarone,Belluno,Veneto,46.270000000000003,12.300000000000001,7,,,x,,x,x,x,x,x,x,14,15,1964-1978,37.140000000000001,0.467000000000000,77.703999999999994,37.136000000000003,./0.png
12.29,46.23,Fortogna,Belluno,Veneto,46.229999999999997,12.289999999999999,8,,,x,x,x,x,x,x,x,x,6,68,1923-1996,39.420000000000002,0.387000000000000,92.159999999999997,39.417999999999999,./0.png
12.3,46.18,Soverzene,Belluno,Veneto,46.180000000000000,12.300000000000001,9,,x,x,x,x,x,x,x,x,x,7,59,1924-1996,43.630000000000003,0.328000000000000,110.828000000000003,43.630000000000003,./0.png
12.22,46.13,Belluno,Belluno,Veneto,46.130000000000003,12.220000000000001,10,x,x,x,x,x,x,x,x,x,x,5,50,1923-1996,36.270000000000003,0.380000000000000,85.700000000000003,36.271999999999998,./0.png
12.17,46.03,Sant'Antonio di Tortal,Belluno,Veneto,46.030000000000001,12.170000000000000,7,,,x,,x,x,x,x,x,x,31,39,1955-1996,46.450000000000003,0.451000000000000,99.488000000000000,46.448000000000000,./0.png
12.32,46.1,Santa Croce del Lago,Belluno,Veneto,46.100000000000001,12.320000000000000,8,,x,x,,x,x,x,x,x,x,10,55,1924-1996,45.240000000000002,0.477000000000000,93.439999999999998,45.237000000000002,./0.png
12.39,46.08,Bosco del Cansiglio,Belluno,Veneto,46.079999999999998,12.390000000000001,8,,,x,x,x,x,x,x,x,x,5,32,1923-1972,48.270000000000003,0.487000000000000,98.292000000000002,48.268999999999998,./0.png
11.69,45.32,Colle Venda,Padova,Veneto,45.320000000000000,11.690000000000000,7,,x,,x,,x,x,x,x,x,5,25,1923-1962,36.090000000000003,0.255000000000000,101.316000000000003,36.087000000000003,./0.png
11.75,45.25,Monselice,Padova,Veneto,45.250000000000000,11.750000000000000,6,,,,x,,x,x,x,x,x,7,13,1932-1958,45.420000000000002,0.180000000000000,141.500000000000000,45.417000000000002,./0.png
11.87,45.4,Padova,Padova,Veneto,45.399999999999999,11.869999999999999,9,,x,x,x,x,x,x,x,x,x,8,45,1923-1996,42.899999999999999,0.276000000000000,117.007999999999996,42.899000000000001,./0.png
11.92,45.27,Bovolenta,Padova,Veneto,45.270000000000003,11.920000000000000,9,,x,x,x,x,x,x,x,x,x,5,56,1932-1996,37.070000000000000,0.266000000000000,102.536000000000001,37.069000000000003,./0.png
11.97,45.35,Legnaro,Padova,Veneto,45.350000000000001,11.970000000000001,7,,,x,,x,x,x,x,x,x,27,31,1965-1996,46.619999999999997,0.258000000000000,130.415999999999997,46.618000000000002,./0.png
12.04,45.3,Piove di Sacco,Padova,Veneto,45.299999999999997,12.039999999999999,9,,x,x,x,x,x,x,x,x,x,6,59,1933-1996,36.850000000000001,0.299000000000000,97.379999999999995,36.850000000000001,./0.png
11.72,45.09,Concadirame,Rovigo,Veneto,45.090000000000003,11.720000000000001,5,,,,,,x,x,x,x,x,9,9,1935-1943,43.310000000000002,0.223000000000000,97.481999999999999,43.308999999999997,./0.png
11.6,44.97,Fiesso Umbertiano,Rovigo,Veneto,44.969999999999999,11.600000000000000,8,,,x,x,x,x,x,x,x,x,5,30,1924-1981,38.850000000000001,0.234000000000000,112.319999999999993,38.847999999999999,./0.png
11.79,45.07,Rovigo,Rovigo,Veneto,45.070000000000000,11.789999999999999,8,,x,x,,x,x,x,x,x,x,8,55,1927-1995,36.240000000000002,0.231000000000000,105.183999999999997,36.238000000000000,./0.png
11.84,45.07,Sarzano,Rovigo,Veneto,45.070000000000000,11.840000000000000,7,,x,,x,,x,x,x,x,x,5,15,1933-1960,34.090000000000003,0.258000000000000,95.372000000000000,34.094000000000001,./0.png
12.02,45.12,Botti Barbarighe,Rovigo,Veneto,45.119999999999997,12.020000000000000,8,,x,x,,x,x,x,x,x,x,7,53,1936-1996,37.350000000000001,0.246000000000000,106.248000000000005,37.353000000000002,./0.png
11.99,45.05,Baricetta,Rovigo,Veneto,45.049999999999997,11.990000000000000,8,,x,x,,x,x,x,x,x,x,7,48,1933-1986,30.500000000000000,0.307000000000000,79.763999999999996,30.498999999999999,./0.png
11.9,45.03,Motta di Lama,Rovigo,Veneto,45.030000000000001,11.900000000000000,8,,x,x,,x,x,x,x,x,x,6,35,1933-1982,34.180000000000000,0.261000000000000,95.200000000000003,34.183000000000000,./0.png
12.01,45.02,Adria,Rovigo,Veneto,45.020000000000003,12.010000000000000,7,,,x,,x,x,x,x,x,x,10,12,1983-1996,35.430000000000000,0.244000000000000,101.031999999999996,35.433000000000000,./0.png
12.22,45.82,Nervesa della Battaglia,Treviso,Veneto,45.820000000000000,12.220000000000001,9,,x,x,x,x,x,x,x,x,x,8,53,1924-1994,43.729999999999997,0.288000000000000,117.268000000000001,43.725999999999999,./0.png
12.24,45.73,Villorba,Treviso,Veneto,45.729999999999997,12.240000000000000,9,,x,x,x,x,x,x,x,x,x,5,58,1924-1996,44.039999999999999,0.222000000000000,129.520000000000010,44.058000000000000,./0.png
12.1,45.68,Istrana (Pezzan),Treviso,Veneto,45.680000000000000,12.100000000000000,7,,,x,,x,x,x,x,x,x,9,23,1924-1996,42.729999999999997,0.310000000000000,111.280000000000001,42.729999999999997,./0.png
12.25,45.67,Treviso,Treviso,Veneto,45.670000000000002,12.250000000000000,9,,x,x,x,x,x,x,x,x,x,9,57,1923-1996,40.780000000000001,0.295000000000000,108.331999999999994,40.779000000000003,./0.png
12.4,45.73,Saletto di Piave,Treviso,Veneto,45.729999999999997,12.400000000000000,7,,,x,,x,x,x,x,x,x,6,8,1986-1996,42.159999999999997,0.282000000000000,114.060000000000002,42.164000000000001,./0.png
12.24,45.57,Mogliano Veneto,Treviso,Veneto,45.570000000000000,12.240000000000000,5,,,,,,x,x,x,x,x,8,9,1936-1946,43.469999999999999,0.241000000000000,97.840000000000003,43.468000000000004,./0.png
12.4,45.58,Lanzoni (Caposile),Treviso,Veneto,45.579999999999998,12.400000000000000,8,,x,x,,x,x,x,x,x,x,8,49,1931-1996,43.109999999999999,0.281000000000000,116.756000000000000,43.113999999999997,./0.png
12.44,45.57,Portesine (Idrovora),Treviso,Veneto,45.570000000000000,12.440000000000000,8,,x,x,,x,x,x,x,x,x,5,42,1936-1996,40.009999999999998,0.280000000000000,108.596000000000004,40.012999999999998,./0.png
12.61,45.78,Ca' Zul,Treviso,Veneto,45.780000000000001,12.609999999999999,7,,,x,,x,x,x,x,x,x,24,25,1970-1996,69.239999999999995,0.505000000000000,137.479999999999990,69.236999999999995,./0.png
12.24,45.5,Mestre,Venezia,Veneto,45.500000000000000,12.240000000000000,8,x,,x,,x,x,x,x,x,x,5,40,1945-1996,41.289999999999999,0.299000000000000,109.067999999999998,41.293999999999997,./0.png
12.35,45.53,Zuccarello (Idrovora),Venezia,Veneto,45.530000000000001,12.350000000000000,8,,x,x,,x,x,x,x,x,x,6,38,1940-1996,39.509999999999998,0.241000000000000,113.091999999999999,39.511000000000003,./0.png
12.1,45.5,Mirano,Venezia,Veneto,45.500000000000000,12.100000000000000,7,,,x,,x,x,x,x,x,x,6,6,1989-1995,34.960000000000001,0.239000000000000,100.451999999999998,34.954999999999998,./0.png
12.0,45.42,Stra,Venezia,Veneto,45.420000000000002,12.000000000000000,9,,x,x,x,x,x,x,x,x,x,7,61,1928-1995,41.719999999999999,0.257000000000000,116.819999999999993,41.719000000000001,./0.png
12.06,45.4,Fosso' Campoverardo,Venezia,Veneto,45.399999999999999,12.060000000000000,7,,x,x,,,x,x,x,x,x,5,13,1936-1960,28.859999999999999,0.312000000000000,74.912000000000006,28.861000000000001,./0.png
12.32,45.45,Venezia,Venezia,Veneto,45.450000000000003,12.320000000000000,6,,,,x,,x,x,x,x,x,5,9,1923-1947,39.500000000000000,0.227000000000000,115.372000000000000,39.496000000000002,./0.png
12.3,45.35,Faro Rocchetta,Venezia,Veneto,45.350000000000001,12.300000000000001,7,,,x,,x,x,x,x,x,x,7,8,1983-1996,37.899999999999999,0.314000000000000,98.075999999999993,37.904000000000003,./0.png
12.39,45.43,San Nicolo' di Lido,Venezia,Veneto,45.430000000000000,12.390000000000001,9,,x,x,x,x,x,x,x,x,x,8,45,1926-1996,38.619999999999997,0.310000000000000,100.512000000000000,38.619999999999997,./0.png
12.49,45.47,Ca' Pasquali (Treporti),Venezia,Veneto,45.469999999999999,12.490000000000000,7,,,x,,x,x,x,x,x,x,23,25,1963-1995,42.060000000000002,0.276000000000000,114.768000000000001,42.057000000000002,./0.png
10.87,45.3,Nogarole Rocca,Verona,Veneto,45.299999999999997,10.869999999999999,6,,,x,,,x,x,x,x,x,5,19,1928-1952,26.640000000000001,0.365000000000000,64.272000000000006,26.640000000000001,./0.png
11.09,45.6,Rovere' Veronese,Verona,Veneto,45.600000000000001,11.090000000000000,7,,,x,,x,x,x,x,x,x,26,29,1959-1993,41.810000000000002,0.256000000000000,117.251999999999995,41.810000000000002,./0.png
10.85,45.6,Dolce',Verona,Veneto,45.600000000000001,10.850000000000000,7,,,x,,x,x,x,x,x,x,8,9,1985-1996,38.390000000000001,0.202000000000000,116.024000000000001,38.386000000000003,./0.png
10.75,45.45,Castelnuovo Veronese,Verona,Veneto,45.450000000000003,10.750000000000000,7,,,x,,x,x,x,x,x,x,15,20,1956-1978,42.039999999999999,0.224000000000000,123.287999999999997,42.042000000000002,./0.png
10.7,45.43,Monzambano,Verona,Veneto,45.430000000000000,10.699999999999999,9,,x,x,x,x,x,x,x,x,x,9,35,1950-1990,32.969999999999999,0.305000000000000,86.420000000000002,32.969999999999999,./0.png
11.02,45.5,Marzana,Verona,Veneto,45.500000000000000,11.020000000000000,6,,,,,x,x,x,x,x,x,7,16,1936-1963,40.719999999999999,0.215000000000000,120.968000000000004,40.722000000000001,./0.png
10.99,45.43,Verona,Verona,Veneto,45.430000000000000,10.990000000000000,9,,x,x,x,x,x,x,x,x,x,8,51,1928-1996,35.640000000000001,0.269000000000000,98.239999999999995,35.640000000000001,./0.png
11.12,45.38,Zevio,Verona,Veneto,45.380000000000003,11.119999999999999,8,,x,x,,x,x,x,x,x,x,5,28,1955-1987,38.369999999999997,0.219000000000000,113.275999999999996,38.366999999999997,./0.png
11.17,45.37,Villafranca Veronese,Verona,Veneto,45.369999999999997,11.170000000000000,7,,,x,,x,x,x,x,x,x,21,23,1964-1996,40.960000000000001,0.226000000000000,119.756000000000000,40.960999999999999,./0.png
11.47,45.72,Thiene,Vicenza,Veneto,45.719999999999999,11.470000000000001,7,,,x,,x,x,x,x,x,x,8,10,1986-1996,47.469999999999999,0.271000000000000,130.400000000000006,47.466999999999999,./0.png
11.37,45.63,Priabona,Vicenza,Veneto,45.630000000000003,11.369999999999999,5,,,,,,x,x,x,x,x,11,13,1926-1943,48.859999999999999,0.317000000000000,109.969999999999999,48.856999999999999,./0.png
11.27,45.55,Chiampo,Vicenza,Veneto,45.549999999999997,11.270000000000000,9,,x,x,x,x,x,x,x,x,x,7,62,1923-1996,42.840000000000003,0.316000000000000,110.500000000000000,42.835999999999999,./0.png
11.39,45.49,Montecchio Maggiore,Vicenza,Veneto,45.490000000000002,11.390000000000001,7,,,x,,x,x,x,x,x,x,7,9,1987-1995,37.750000000000000,0.264000000000000,104.787999999999997,37.753999999999998,./0.png
11.39,45.48,Cal di Gua',Vicenza,Veneto,45.479999999999997,11.390000000000001,9,,x,x,x,x,x,x,x,x,x,6,46,1928-1989,40.070000000000000,0.255000000000000,112.591999999999999,40.073999999999998,./0.png
11.49,45.65,Villaverla,Vicenza,Veneto,45.649999999999999,11.490000000000000,7,,,x,,x,x,x,x,x,x,9,11,1986-1996,36.460000000000001,0.307000000000000,95.284000000000006,36.454999999999998,./0.png
11.55,45.55,Vicenza,Vicenza,Veneto,45.549999999999997,11.550000000000001,9,,x,x,x,x,x,x,x,x,x,5,57,1923-1996,38.899999999999999,0.296000000000000,103.168000000000006,38.896000000000001,./0.png
11.59,45.37,Albettone,Vicenza,Veneto,45.369999999999997,11.590000000000000,7,,,x,,x,x,x,x,x,x,16,20,1956-1977,37.310000000000002,0.264000000000000,103.519999999999996,37.314000000000000,./0.png
11.5,45.43,Zovencedo,Vicenza,Veneto,45.430000000000000,11.500000000000000,8,,x,x,,x,x,x,x,x,x,8,66,1927-1996,37.229999999999997,0.314000000000000,96.427999999999997,37.234999999999999,./0.png
13.79,45.7,Poggioreale del Carso,Trieste,Friuli - Venezia Giulia,45.700000000000003,13.789999999999999,7,,,x,,x,x,x,x,x,x,27,31,1955-1989,46.350000000000001,0.258000000000000,129.668000000000006,46.350000000000001,./0.png
13.77,45.65,Trieste,Trieste,Friuli - Venezia Giulia,45.649999999999999,13.770000000000000,8,,x,,x,x,x,x,x,x,x,6,42,1925-1994,41.409999999999997,0.288000000000000,111.036000000000001,41.406999999999996,./0.png
13.85,45.64,Bassovizza,Trieste,Friuli - Venezia Giulia,45.640000000000001,13.850000000000000,9,x,x,x,,x,x,x,x,x,x,5,39,1931-1979,34.509999999999998,0.326000000000000,87.891999999999996,34.508000000000003,./0.png
13.8,45.63,Servola,Trieste,Friuli - Venezia Giulia,45.630000000000003,13.800000000000001,7,,,x,,x,x,x,x,x,x,24,30,1955-1988,39.549999999999997,0.286000000000000,106.436000000000007,39.545000000000002,./0.png
13.8,45.6,Noghere,Trieste,Friuli - Venezia Giulia,45.600000000000001,13.800000000000001,7,,,x,,x,x,x,x,x,x,6,14,1954-1969,46.159999999999997,0.293000000000000,122.912000000000006,46.162999999999997,./0.png
